distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
99.71380903013257,7,1,0,0,0.8,synthetic
22.04928725697274,2,0,1,0,14.1,synthetic
24.00314006253354,6,2,0,0,1.1,synthetic
83.92251498404852,10,6,0,0,0.6,synthetic
92.16881361642712,20,4,1,0,13.6,synthetic
82.21758312251113,5,4,0,0,4.9,synthetic
89.35375570739458,17,3,0,0,4.8,synthetic
83.80594083714404,21,5,0,0,2.3,synthetic
95.77419945484066,11,6,0,0,1.6,synthetic
86.64927643001067,21,4,0,0,0.7,synthetic
53.09759578933406,1,3,0,0,1.0,synthetic
83.01069042386564,6,1,0,0,3.0,synthetic
16.799718336730947,11,1,0,0,1.6,synthetic
81.94087977728606,9,4,0,0,0.7,synthetic
75.13653836104477,10,6,1,0,6.6,synthetic
69.05709183758267,11,4,0,0,3.1,synthetic
33.57842867828614,2,0,0,0,0.0,synthetic
56.080515851174695,11,4,0,0,0.7,synthetic
66.37357692845896,20,6,1,0,6.2,synthetic
47.81341047896898,15,5,0,0,3.3,synthetic
68.45992136005378,16,5,0,0,4.6,synthetic
87.63896743580652,5,3,0,0,7.8,synthetic
69.1752115158198,9,1,0,0,3.4,synthetic
95.80861581345488,12,6,1,0,24.8,synthetic
71.88721246651471,4,3,1,1,2.1,synthetic
95.11693479380185,11,6,0,0,1.3,synthetic
54.06226372250574,0,1,1,0,1.8,synthetic
48.58948665090727,3,3,0,0,2.4,synthetic
51.09930557497113,10,6,0,0,0.4,synthetic
20.750882616310662,16,6,0,0,0.0,synthetic
25.30610607889617,4,0,0,0,3.2,synthetic
56.6047858621851,21,5,0,0,2.0,synthetic
58.367144324519025,7,1,0,0,3.0,synthetic
56.93850983626708,3,2,0,0,4.7,synthetic
91.83411751922945,12,6,1,0,7.1,synthetic
60.77537955412769,1,1,0,0,4.1,synthetic
47.38672032082036,6,2,0,0,0.7,synthetic
48.70743839277721,12,3,0,0,0.3,synthetic
44.3069705675569,21,2,0,1,1.8,synthetic
58.80583456329565,23,0,0,1,8.0,synthetic
51.734055067802586,10,2,0,0,2.1,synthetic
64.62682031945803,13,2,1,0,12.7,synthetic
99.66951044315343,9,1,0,0,1.4,synthetic
42.532272270129035,8,4,0,0,0.3,synthetic
91.03514801976154,2,3,0,0,4.5,synthetic
75.79868021501596,10,3,0,0,0.0,synthetic
39.75369275549712,21,6,0,0,1.5,synthetic
36.778252054923755,15,3,0,0,4.3,synthetic
91.1536929428954,6,1,0,0,5.5,synthetic
64.57799903527652,6,0,1,0,1.0,synthetic
62.040182881573834,22,5,0,0,0.9,synthetic
10.108778179909049,12,6,0,0,1.6,synthetic
29.014367746180433,2,1,0,0,0.7,synthetic
84.46394868069001,4,3,0,1,6.4,synthetic
38.263774276517715,2,4,0,0,6.7,synthetic
64.96179377200644,13,0,0,0,1.4,synthetic
23.400151116684352,19,3,0,1,12.1,synthetic
25.945339756568632,10,4,0,1,8.5,synthetic
72.15961620412517,13,2,0,0,2.0,synthetic
65.40275023120981,7,0,0,0,2.3,synthetic
94.43120506895745,14,2,0,1,0.8,synthetic
36.00495112493496,22,1,0,0,12.2,synthetic
25.43389716505924,3,3,0,0,6.9,synthetic
33.222193518538006,7,5,0,0,0.8,synthetic
50.12700628263687,20,5,0,0,0.1,synthetic
80.41815786862381,13,1,0,0,1.7,synthetic
20.249010961654502,22,5,0,0,3.6,synthetic
51.03572689909954,21,2,0,0,0.8,synthetic
64.24588890554512,1,5,0,1,4.8,synthetic
56.17531593397836,13,6,0,0,0.0,synthetic
73.26118371107512,2,5,0,1,29.5,synthetic
29.26686096387557,19,0,0,0,0.8,synthetic
44.73395677208426,20,6,0,0,0.5,synthetic
55.866268927689006,4,3,0,0,0.2,synthetic
54.89970399898802,1,2,0,0,1.8,synthetic
68.80221085621527,13,4,0,0,5.2,synthetic
24.110932451307548,10,1,1,0,3.8,synthetic
33.78214556423808,13,5,0,0,2.6,synthetic
79.81356954478166,7,1,0,0,4.9,synthetic
53.70024305534191,1,0,0,0,2.2,synthetic
54.59929740772558,4,6,0,0,2.4,synthetic
33.864214932865934,13,5,0,0,0.2,synthetic
53.43842191485516,3,4,0,0,9.6,synthetic
97.89287831262178,9,4,0,0,0.9,synthetic
78.65287961354647,3,1,0,0,2.6,synthetic
22.757515922010395,22,5,0,0,0.0,synthetic
24.1413751207089,1,1,1,0,3.7,synthetic
36.2550911965476,1,3,0,0,5.5,synthetic
64.26505737876545,23,5,0,0,7.0,synthetic
37.800335676829704,3,0,0,0,4.7,synthetic
21.66314903368803,5,5,0,0,0.2,synthetic
54.63907641371248,23,2,0,0,3.3,synthetic
66.8748241699875,8,6,0,0,1.0,synthetic
23.53391564423955,3,4,0,0,1.4,synthetic
33.78871892228135,5,4,0,0,1.2,synthetic
82.91536713909149,10,3,0,0,1.4,synthetic
60.61209741097566,17,5,0,0,1.6,synthetic
81.25791377332652,23,6,0,0,2.8,synthetic
25.578432774960785,6,3,0,0,0.7,synthetic
83.00541693290474,14,4,0,0,5.4,synthetic
83.45460830087184,10,0,0,0,3.4,synthetic
51.496637187995546,18,1,1,0,0.4,synthetic
16.844043071928056,0,0,0,1,6.4,synthetic
67.3323191593966,4,5,0,1,4.3,synthetic
19.138602132523065,16,2,0,0,3.8,synthetic
92.93256086104492,5,4,0,0,3.0,synthetic
17.069848900085983,17,2,0,1,4.9,synthetic
68.48412152190562,12,1,0,0,2.2,synthetic
71.10318203117322,5,6,0,0,0.7,synthetic
79.7090027506957,3,4,0,0,2.4,synthetic
49.336734152250635,17,0,0,0,1.8,synthetic
79.56936554419218,16,5,0,0,1.5,synthetic
67.08029430338618,14,1,0,0,4.0,synthetic
54.46639238209199,23,2,0,0,3.1,synthetic
97.49973732352203,5,1,0,0,5.2,synthetic
16.93900169623176,9,2,1,0,6.2,synthetic
67.70389719653241,21,6,0,0,4.7,synthetic
14.593156917340915,17,1,1,0,4.4,synthetic
58.08611730574554,5,6,0,0,2.1,synthetic
36.46533688313936,1,1,0,0,0.3,synthetic
49.361387766849816,0,1,0,0,1.3,synthetic
14.207977944012303,7,1,0,0,9.6,synthetic
91.97409252343004,12,5,0,0,0.0,synthetic
88.67672114747728,2,5,0,0,1.8,synthetic
48.40396248444536,13,6,0,0,5.6,synthetic
25.941458177817175,8,6,0,0,7.2,synthetic
97.02564542382729,19,6,1,0,2.7,synthetic
94.26154794260187,0,3,0,0,2.8,synthetic
37.01920594978243,12,0,0,0,0.3,synthetic
