distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,15,1,0,0,20.0,real,2026-03-10T16:21:15.209746
50.0,15,1,0,0,37.0,real,2026-03-10T16:21:15.221626
50.0,15,1,0,0,3.0,real,2026-03-10T16:21:15.230391
50.0,15,1,0,0,29.0,real,2026-03-10T16:21:25.446038
50.0,15,1,0,0,25.0,real,2026-03-10T16:21:25.481286
50.0,15,1,0,0,15.0,real,2026-03-10T16:21:25.492522
19.40206853216859,1,2,0,0,3.1,synthetic,
23.304710830743723,23,4,0,1,1.7,synthetic,
92.54044964136438,3,1,0,0,1.2,synthetic,
52.74115738873243,3,2,0,0,0.8,synthetic,
54.42872370411671,19,3,0,0,4.1,synthetic,
76.01650577123729,4,2,1,0,1.6,synthetic,
68.37327724644973,14,5,0,0,2.7,synthetic,
96.43278200295981,11,6,1,0,3.3,synthetic,
53.56551077463274,1,4,1,0,12.1,synthetic,
43.371157762678585,18,2,1,0,2.0,synthetic,
11.67328067361431,0,3,0,1,1.1,synthetic,
45.68436411795302,6,1,0,0,1.0,synthetic,
86.87592768990226,11,4,0,0,1.9,synthetic,
37.216321968297,5,1,0,1,18.6,synthetic,
37.344394614972515,3,3,1,0,0.6,synthetic,
91.3379599998388,10,5,0,0,4.5,synthetic,
27.309225576764472,20,3,0,0,0.0,synthetic,
24.61890914315667,4,3,0,0,5.2,synthetic,
35.57038874391148,12,4,0,1,2.4,synthetic,
84.27371926251011,5,0,0,0,1.7,synthetic,
64.82443769334378,2,5,1,0,1.3,synthetic,
85.54993180059051,13,1,0,0,0.5,synthetic,
58.508593075983214,9,2,0,0,5.8,synthetic,
19.0187422883171,15,4,0,0,0.5,synthetic,
72.36567281248702,11,6,0,0,5.6,synthetic,
81.05123648778162,12,5,0,0,3.0,synthetic,
87.78795009554231,21,1,0,0,12.3,synthetic,
76.70888348598791,9,5,0,0,3.7,synthetic,
36.97848223028379,21,2,1,1,6.5,synthetic,
89.86097360991226,11,4,0,0,2.0,synthetic,
77.34226149198106,20,0,0,0,3.8,synthetic,
