distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,15,0,0,1,81.0,real,2026-03-09T16:00:46.474305
50.0,15,0,0,0,22.0,real,2026-03-09T16:00:46.512593
50.0,15,0,0,0,21.0,real,2026-03-09T16:00:46.536378
50.0,15,0,0,0,14.0,real,2026-03-09T16:00:55.719398
50.0,15,0,0,1,12.0,real,2026-03-09T16:00:55.762357
50.0,15,0,0,0,22.0,real,2026-03-09T16:00:55.796413
50.0,15,0,0,1,73.0,real,2026-03-09T16:01:06.024452
50.0,15,0,0,0,21.0,real,2026-03-09T16:01:06.060201
50.0,15,0,0,0,13.0,real,2026-03-09T16:01:06.093869
31.532782634770623,12,0,0,0,5.7,synthetic,
67.47804819577897,10,4,0,0,1.2,synthetic,
13.46164907202525,23,4,1,0,6.2,synthetic,
66.76998785100531,22,0,1,0,0.2,synthetic,
18.571907723881488,23,2,0,1,9.9,synthetic,
14.832300931442585,17,5,1,0,1.0,synthetic,
31.315300657763736,19,3,0,1,1.7,synthetic,
86.35227390561091,2,4,1,0,0.7,synthetic,
47.60271287608024,7,3,0,0,2.2,synthetic,
75.1172432489853,16,0,1,0,1.7,synthetic,
51.69537628805198,2,2,0,0,0.5,synthetic,
75.16951702006234,22,4,0,0,2.1,synthetic,
54.62990968465191,18,4,0,0,0.2,synthetic,
11.978084900255984,6,1,1,0,7.0,synthetic,
27.751347025727068,14,0,1,0,2.9,synthetic,
29.83655496148338,13,6,1,0,3.0,synthetic,
41.13974433874013,23,0,0,0,2.6,synthetic,
57.04858763043542,6,1,1,0,0.5,synthetic,
32.194258347519934,13,2,0,0,7.9,synthetic,
10.04717671380072,10,1,0,0,0.7,synthetic,
47.10686199320582,4,2,0,0,0.9,synthetic,
82.27021969082567,16,1,0,1,1.1,synthetic,
90.15014585421685,23,2,0,0,1.7,synthetic,
40.13976251429078,9,1,0,0,1.9,synthetic,
74.16437783472028,11,3,1,1,2.9,synthetic,
27.424982157892593,8,5,0,0,2.2,synthetic,
61.0612062341459,15,0,1,0,6.1,synthetic,
31.93597402992573,9,4,0,0,1.0,synthetic,
25.200042126510226,2,2,0,1,2.6,synthetic,
79.84936451026913,4,1,0,0,2.4,synthetic,
56.51786161218741,8,2,0,1,1.4,synthetic,
19.92903334248975,16,1,1,0,0.2,synthetic,
29.431365190833912,6,3,1,0,2.2,synthetic,
92.67301894982529,11,1,0,0,4.4,synthetic,
81.82158418880272,3,2,0,1,0.2,synthetic,
53.02680253816525,20,0,0,1,2.5,synthetic,
81.73288146759981,22,5,1,1,2.1,synthetic,
94.76083967682865,18,5,1,0,0.4,synthetic,
59.49338377087958,4,6,0,0,1.9,synthetic,
68.243913277531,20,1,0,0,1.2,synthetic,
56.48149083395751,12,3,1,0,1.9,synthetic,
46.4076991805238,8,6,0,0,7.5,synthetic,
22.38180949027381,22,2,0,0,6.8,synthetic,
31.370352473930264,17,2,0,1,1.1,synthetic,
23.956794445839027,0,3,0,0,0.8,synthetic,
50.23271088755431,14,5,0,0,0.4,synthetic,
41.330585505812195,18,0,0,1,3.2,synthetic,
23.110235348724533,9,3,0,0,8.9,synthetic,
92.20500664497641,5,1,0,0,0.7,synthetic,
74.84649024578188,1,5,0,0,6.8,synthetic,
58.14975533145198,1,3,0,0,5.6,synthetic,
32.370076943022724,13,4,0,1,1.1,synthetic,
49.876694690136084,15,2,1,0,7.1,synthetic,
14.021096603857636,7,2,1,0,3.7,synthetic,
17.30114419346095,2,2,1,1,9.0,synthetic,
75.49188886054533,20,6,0,0,3.4,synthetic,
46.24758093305963,4,0,0,0,0.3,synthetic,
46.62897749086346,7,5,0,0,5.2,synthetic,
95.19371048121918,10,0,0,1,2.1,synthetic,
20.96984543025372,15,6,0,0,6.2,synthetic,
76.71671440597058,12,5,0,0,1.1,synthetic,
30.711004404948547,10,4,1,0,1.2,synthetic,
13.061298870132342,16,1,0,0,2.6,synthetic,
48.3511922399441,13,6,0,0,0.9,synthetic,
75.9239611121005,2,0,1,0,0.9,synthetic,
58.07358731926631,14,0,1,0,1.1,synthetic,
90.81436923086503,17,5,0,0,6.2,synthetic,
66.04911705793774,1,6,1,0,1.4,synthetic,
44.80099376818396,22,4,1,0,1.7,synthetic,
48.78572138641919,12,6,0,1,9.9,synthetic,
28.509014488230957,2,1,0,1,2.3,synthetic,
61.970990631118724,13,0,1,0,1.9,synthetic,
51.343676593256845,9,6,0,0,2.6,synthetic,
85.44141158054705,6,4,0,0,0.3,synthetic,
15.000622127559332,0,1,0,1,1.0,synthetic,
98.53239521651464,4,0,0,0,0.2,synthetic,
68.83897397868114,12,2,0,0,3.2,synthetic,
58.81421315271329,10,2,0,0,0.3,synthetic,
16.255655874824043,23,3,0,1,6.1,synthetic,
95.10093448593155,15,3,0,0,1.3,synthetic,
18.784870117124875,7,3,0,0,6.1,synthetic,
38.07833819754555,20,3,0,0,2.4,synthetic,
26.31423847351228,0,1,0,1,2.8,synthetic,
41.93583272693264,3,5,1,0,1.1,synthetic,
73.09172279236324,12,1,0,0,3.8,synthetic,
62.80249108980115,16,6,1,0,16.2,synthetic,
63.908465593967705,4,1,1,0,1.8,synthetic,
38.87799064800119,21,2,0,0,1.2,synthetic,
85.67986139326977,14,4,0,0,8.6,synthetic,
86.64645771333478,3,3,1,0,2.0,synthetic,
38.16374714798677,17,1,0,0,3.8,synthetic,
37.971795358575136,5,6,0,0,8.1,synthetic,
40.3080842748973,16,2,0,0,4.1,synthetic,
27.830618887391836,2,4,1,0,4.8,synthetic,
52.36189693496101,16,0,0,0,2.5,synthetic,
67.23770760848936,17,1,1,0,0.8,synthetic,
81.49757502982867,19,4,0,0,6.9,synthetic,
49.31842585625882,23,6,0,0,3.4,synthetic,
21.308294433206747,7,0,0,0,3.5,synthetic,
37.46524021661584,21,5,0,0,0.8,synthetic,
30.870402379336575,7,6,0,1,6.4,synthetic,
33.40061195189412,18,3,0,0,1.4,synthetic,
29.758221687427767,5,1,0,0,4.2,synthetic,
86.49390860841307,6,4,1,0,1.7,synthetic,
28.168217538669904,20,4,1,1,18.2,synthetic,
61.497568695603405,23,3,0,0,1.3,synthetic,
62.77858210533814,8,0,0,0,9.6,synthetic,
21.848209376049148,14,4,0,0,7.0,synthetic,
28.5583668107017,16,3,0,0,0.4,synthetic,
78.3189764687438,5,1,0,0,3.6,synthetic,
30.303314475239326,3,2,0,0,1.7,synthetic,
87.74413655599197,12,6,0,1,0.3,synthetic,
98.39962811621795,10,6,1,0,1.4,synthetic,
79.28467120762508,8,5,0,0,1.4,synthetic,
46.88289607981254,21,1,0,0,4.8,synthetic,
42.309434957552675,11,0,0,0,2.9,synthetic,
91.1861938743603,11,3,1,0,0.6,synthetic,
