distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,14,0,0,0,3.0,real,2026-03-09T15:48:56.887449
50.0,14,0,0,0,0.0,real,2026-03-09T15:48:56.899608
50.0,14,0,0,1,0.0,real,2026-03-09T15:48:56.905658
50.0,15,0,0,1,79.0,real,2026-03-09T15:49:06.826500
50.0,14,0,0,0,18.0,real,2026-03-09T15:49:06.838320
50.0,15,0,0,0,22.0,real,2026-03-09T15:49:06.845338
50.0,14,0,0,1,81.0,real,2026-03-09T15:49:16.315976
50.0,14,0,0,0,5.0,real,2026-03-09T15:49:16.346873
50.0,14,0,0,0,9.0,real,2026-03-09T15:49:16.352300
50.0,14,0,0,0,32.0,real,2026-03-09T15:49:26.769719
50.0,14,0,0,0,13.0,real,2026-03-09T15:49:26.799213
50.0,15,0,0,1,68.0,real,2026-03-09T15:49:26.805161
50.0,14,0,0,0,0.0,real,2026-03-09T15:49:46.586530
50.0,14,0,0,0,0.0,real,2026-03-09T15:49:46.616939
50.0,14,0,0,0,0.0,real,2026-03-09T15:49:46.623232
50.0,14,0,0,0,11.0,real,2026-03-09T15:49:57.110058
50.0,14,0,0,0,4.0,real,2026-03-09T15:49:57.138094
50.0,14,0,0,0,4.0,real,2026-03-09T15:49:57.143559
50.0,15,0,0,1,134.0,real,2026-03-09T15:50:07.734294
50.0,14,0,0,0,29.0,real,2026-03-09T15:50:07.742119
50.0,14,0,0,1,10.0,real,2026-03-09T15:50:07.747128
24.375735389486977,20,0,0,1,3.0,synthetic,
58.299436033442824,18,2,0,0,0.9,synthetic,
14.325693835923293,20,1,1,1,7.7,synthetic,
90.78856948770428,10,0,1,0,5.6,synthetic,
62.07238600418602,14,3,1,0,5.2,synthetic,
90.90328917639872,22,2,0,0,8.0,synthetic,
90.1996542374162,19,4,0,1,1.7,synthetic,
54.16205925973429,7,4,1,1,0.7,synthetic,
14.729925558412528,19,6,0,0,1.0,synthetic,
54.7439608553238,4,6,0,0,0.4,synthetic,
47.872707623620805,20,2,0,0,0.7,synthetic,
27.220945702138312,20,4,1,0,0.0,synthetic,
58.88961078351702,17,0,1,1,3.5,synthetic,
45.20318485728874,22,5,0,0,2.5,synthetic,
19.305979569420607,16,6,0,0,0.2,synthetic,
67.19347867236061,9,0,1,0,6.0,synthetic,
48.248700740414556,6,4,1,0,17.3,synthetic,
76.27427827782914,17,6,0,1,0.4,synthetic,
40.26815450992058,2,0,0,0,3.4,synthetic,
50.812193888478944,7,1,0,0,1.7,synthetic,
18.601699412323867,0,4,0,0,1.5,synthetic,
68.63714457034806,0,1,0,0,0.4,synthetic,
37.40391232721633,9,2,1,0,22.7,synthetic,
98.56745998479015,10,0,1,0,4.2,synthetic,
72.04254118497494,15,5,0,0,7.9,synthetic,
86.1179738735305,20,2,0,0,2.6,synthetic,
46.74388996639304,18,3,0,0,0.3,synthetic,
69.5900711007666,23,2,0,0,0.6,synthetic,
78.0079046598492,22,2,0,1,1.4,synthetic,
