distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,11,2,0,1,5.0,real,2026-03-11T12:45:55.062713
50.0,11,2,0,1,5.0,real,2026-03-11T12:45:55.093696
50.0,11,2,0,0,6.0,real,2026-03-11T12:45:55.100641
50.0,11,2,0,0,22.0,real,2026-03-11T12:46:05.258694
50.0,11,2,0,0,12.0,real,2026-03-11T12:46:05.268474
50.0,11,2,0,0,14.0,real,2026-03-11T12:46:05.271559
19.660370829155887,22,1,0,1,0.8,synthetic,
23.68714934608319,12,6,0,1,9.3,synthetic,
89.77860613014752,1,5,0,0,2.7,synthetic,
85.58520770782184,0,4,0,0,9.5,synthetic,
85.61119709671055,5,2,0,0,3.0,synthetic,
96.3283629570485,15,6,0,1,16.2,synthetic,
12.937515136660714,3,3,1,0,1.3,synthetic,
22.776018064117746,1,1,1,0,11.8,synthetic,
43.83579759925503,15,2,0,1,1.6,synthetic,
81.09156800756584,21,3,0,0,8.4,synthetic,
89.9682354152477,2,6,1,0,1.0,synthetic,
72.20629304892175,7,2,1,0,7.1,synthetic,
53.65301298263053,5,2,0,0,0.3,synthetic,
17.092847581285366,22,6,0,0,3.6,synthetic,
87.24881826745035,14,1,0,1,7.8,synthetic,
19.9526195483395,22,2,1,0,2.8,synthetic,
52.75139371152522,17,5,1,0,5.6,synthetic,
35.85309494667705,17,4,1,0,4.0,synthetic,
62.93223851379976,19,3,1,0,4.3,synthetic,
63.93226256395609,20,6,0,0,0.0,synthetic,
39.87215895265551,18,2,0,1,6.6,synthetic,
55.516087436835534,6,1,0,0,2.1,synthetic,
16.275886862033282,12,1,1,1,5.6,synthetic,
89.93246356457854,15,5,0,1,9.5,synthetic,
88.5648168534103,6,5,0,0,1.2,synthetic,
82.47696240127142,4,3,1,0,5.2,synthetic,
41.37342416000594,1,5,1,1,0.9,synthetic,
15.568137250445934,2,3,1,0,0.4,synthetic,
47.6045221620965,14,2,1,0,10.6,synthetic,
18.164862713702405,9,5,0,1,7.1,synthetic,
32.974720794723055,15,2,0,0,8.7,synthetic,
86.82219554307372,3,1,1,0,4.7,synthetic,
18.96751083650317,19,6,0,0,1.9,synthetic,
45.9134992481811,3,1,1,0,7.3,synthetic,
67.64778864483507,21,1,1,0,7.9,synthetic,
99.51711347637855,8,5,0,0,7.2,synthetic,
60.7115893533687,5,6,0,0,0.2,synthetic,
70.53680656764216,20,5,1,0,2.4,synthetic,
30.758717097542945,12,3,0,0,2.6,synthetic,
74.18978905777374,14,3,1,1,2.2,synthetic,
20.844128077827733,9,3,0,1,6.9,synthetic,
67.94155758543684,13,4,0,1,1.6,synthetic,
33.94876290456396,12,4,0,0,5.6,synthetic,
73.55313514011144,17,2,0,0,13.0,synthetic,
66.86575271474055,6,1,0,1,0.5,synthetic,
33.83199574312783,7,2,0,1,6.7,synthetic,
56.422569582915635,12,1,0,0,1.6,synthetic,
44.11461135143973,9,6,0,0,2.1,synthetic,
22.153297329728197,16,6,1,0,4.2,synthetic,
45.6743590726253,1,1,0,0,1.2,synthetic,
84.21883231527906,4,3,0,0,17.9,synthetic,
89.03046211239894,7,2,0,0,5.7,synthetic,
19.358921754486282,10,4,0,0,1.0,synthetic,
27.97144652198537,16,0,0,1,16.0,synthetic,
41.57500339937138,9,2,0,0,4.7,synthetic,
66.83920773042317,4,5,0,0,2.7,synthetic,
25.31013694022563,13,1,0,0,4.8,synthetic,
45.56586407636705,3,3,0,0,3.9,synthetic,
61.655755246457815,16,6,0,1,0.7,synthetic,
17.61470696345527,16,2,1,0,3.9,synthetic,
59.712319671165375,12,6,0,0,1.8,synthetic,
21.16934857840333,6,2,1,0,5.9,synthetic,
74.93024052780584,23,2,1,0,2.6,synthetic,
88.02712036242322,4,5,0,0,3.1,synthetic,
85.95717658294865,22,5,0,1,0.9,synthetic,
56.67617506546589,19,0,1,0,12.5,synthetic,
12.264826462154947,13,2,1,0,1.1,synthetic,
63.457276075453315,14,6,0,1,1.2,synthetic,
