distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
14.544768339393151,13,4,0,1,13.6,synthetic
78.82816290252951,18,4,1,0,0.4,synthetic
77.07432162816883,9,4,1,0,10.6,synthetic
52.17049967541631,18,4,1,0,1.7,synthetic
22.484665624232203,4,3,1,1,6.8,synthetic
82.15839092336614,12,5,0,0,11.9,synthetic
77.88935374204536,7,4,1,1,6.8,synthetic
19.511682737109197,6,1,0,0,5.9,synthetic
68.16793104440629,7,0,1,1,21.7,synthetic
83.7940305844824,23,6,0,1,6.2,synthetic
21.05258956393795,6,5,1,0,5.4,synthetic
14.435862116353714,22,4,0,0,5.1,synthetic
93.53504621198422,19,5,0,0,4.0,synthetic
16.70351113076579,7,3,1,0,0.2,synthetic
91.42732069426313,18,6,0,0,11.1,synthetic
23.525332518745422,12,1,0,0,6.9,synthetic
55.67485559412759,20,6,1,0,10.7,synthetic
62.33774724363458,7,5,0,0,4.2,synthetic
78.19301425395629,15,3,0,1,12.5,synthetic
12.545573315557984,4,4,0,0,4.7,synthetic
89.62663634198887,15,2,0,0,5.7,synthetic
67.30514630445421,8,2,0,0,3.9,synthetic
97.01092201969496,5,1,0,0,2.1,synthetic
77.55788715946885,22,6,1,1,24.5,synthetic
86.74073799735464,13,2,0,0,1.8,synthetic
29.15121561938456,2,5,1,0,0.4,synthetic
27.691757523364746,0,2,0,0,5.1,synthetic
79.6843134438694,21,5,0,0,0.7,synthetic
88.12730852022904,19,2,0,0,2.3,synthetic
50.71838131888906,8,3,0,0,5.8,synthetic
89.42182043009737,8,2,1,0,1.8,synthetic
46.44793790993521,0,6,1,0,14.4,synthetic
34.3511624573123,19,6,1,0,0.9,synthetic
10.236472503026143,23,2,0,0,0.4,synthetic
93.08372490764214,15,2,0,0,0.0,synthetic
95.03806909042987,21,2,0,0,1.0,synthetic
69.01324936721375,18,6,1,0,17.4,synthetic
49.578272218897006,18,3,0,0,4.0,synthetic
69.7911915885046,5,5,1,1,0.3,synthetic
27.47601393838937,15,5,1,0,1.3,synthetic
