distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
42.27785118650641,0,1,0,0,2.0,synthetic
36.29913581345676,7,6,1,1,16.1,synthetic
95.03033518074618,19,3,1,0,2.5,synthetic
62.56487252657775,0,2,1,0,4.4,synthetic
74.56600592361814,13,5,0,1,1.1,synthetic
22.08737896204623,17,5,0,1,9.5,synthetic
94.98269576867986,20,4,1,0,9.4,synthetic
36.48166294113376,17,5,0,0,5.4,synthetic
26.65589952396645,12,6,0,0,2.5,synthetic
68.51229494140273,3,6,0,0,2.3,synthetic
58.85974773616074,22,5,0,0,0.8,synthetic
95.601894130128,0,5,0,1,5.7,synthetic
26.194979940809095,19,0,1,0,4.5,synthetic
74.07860952484677,17,4,0,0,3.5,synthetic
75.48301186676193,19,1,0,0,1.1,synthetic
50.327737270919954,3,5,1,0,0.5,synthetic
91.52868551962398,11,1,1,0,11.3,synthetic
57.82012292794951,10,2,1,0,4.1,synthetic
49.69428507418216,0,3,0,1,1.7,synthetic
75.86227911493722,18,0,0,1,1.2,synthetic
82.09985278096268,19,6,0,0,0.5,synthetic
10.603193817399154,17,6,0,1,26.2,synthetic
77.93334001799052,3,2,1,0,2.2,synthetic
16.222545370975013,9,1,0,0,1.7,synthetic
59.72827390809382,8,0,0,0,1.3,synthetic
66.29005597330499,18,5,0,0,5.3,synthetic
85.25298754417986,9,3,0,0,2.2,synthetic
63.88125034435586,10,1,0,1,16.5,synthetic
92.17023821038674,3,5,0,0,5.1,synthetic
73.27585851061971,7,6,1,0,1.0,synthetic
66.2451227370708,3,6,1,0,4.5,synthetic
61.33257406358004,21,1,0,0,0.6,synthetic
46.541229947383954,4,6,0,0,9.5,synthetic
38.529665732926226,4,0,1,0,5.0,synthetic
92.8101151734222,20,0,1,0,7.8,synthetic
19.417681268658768,2,2,0,0,0.3,synthetic
63.206127387373094,7,4,0,0,0.2,synthetic
26.049423197290906,13,0,0,0,3.6,synthetic
76.7649196163833,19,0,0,1,0.8,synthetic
57.87203366791618,15,0,0,0,4.2,synthetic
52.42051154091952,8,3,0,1,1.3,synthetic
67.07126816003009,0,1,0,1,5.8,synthetic
21.032955595227268,21,1,1,0,2.6,synthetic
36.19050328657388,11,1,1,0,0.4,synthetic
47.13292449677442,0,0,0,1,0.5,synthetic
48.525033273418984,17,5,0,1,2.8,synthetic
11.137079170265169,13,3,0,0,1.9,synthetic
41.58830918625878,2,6,0,0,4.0,synthetic
48.40640400296688,12,3,0,1,5.0,synthetic
81.28917881443918,23,0,0,0,0.9,synthetic
