distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
25.958211964171362,21,6,0,0,4.6,synthetic
73.85567053238418,7,2,0,1,3.7,synthetic
59.03575014414972,6,3,0,0,0.6,synthetic
49.613714143203424,22,1,0,0,0.0,synthetic
92.62786966037118,22,0,0,0,7.2,synthetic
74.92547536825161,19,1,0,0,2.1,synthetic
73.97995066847399,9,4,0,0,3.1,synthetic
92.2624919745445,7,3,0,0,14.9,synthetic
80.16451474022438,4,3,0,0,0.3,synthetic
34.86617908976858,23,4,0,0,10.3,synthetic
74.54658421131876,7,2,0,0,5.8,synthetic
95.24567183507918,20,1,1,0,7.7,synthetic
66.51975880023525,17,2,0,0,7.0,synthetic
95.98337009308717,0,6,0,0,1.0,synthetic
66.67444048413124,17,2,0,0,0.0,synthetic
58.1182501430564,7,5,0,1,0.0,synthetic
72.02541604457716,7,3,0,0,2.5,synthetic
77.42706992220609,11,6,0,0,5.0,synthetic
91.83713379229339,19,4,0,0,0.3,synthetic
94.20538796324924,20,2,0,0,0.4,synthetic
99.14770519673903,15,1,0,0,13.3,synthetic
97.86648927796654,8,0,0,0,0.0,synthetic
15.076953023429724,5,6,1,0,2.3,synthetic
94.52145538974362,2,6,0,0,4.0,synthetic
78.20887633897975,19,4,0,0,7.9,synthetic
76.3325377474409,3,6,1,0,3.1,synthetic
14.341382458120645,13,2,0,0,3.4,synthetic
89.99706816113387,22,3,1,0,3.0,synthetic
70.31668051195507,12,0,1,1,6.7,synthetic
16.111312029588962,5,1,0,0,3.4,synthetic
43.7418735171225,16,3,1,1,12.1,synthetic
53.16845996017899,23,3,0,1,0.0,synthetic
90.00244224931187,21,6,0,1,11.8,synthetic
61.58745266814202,23,4,0,0,7.4,synthetic
75.46667380393521,20,5,0,0,2.8,synthetic
71.5994783171941,6,6,0,0,1.6,synthetic
28.42231574248436,8,4,0,0,0.1,synthetic
12.21749341087874,6,0,0,0,0.9,synthetic
51.38329497692487,0,1,0,1,0.0,synthetic
53.833887822622465,2,4,0,0,5.9,synthetic
94.11910698704612,6,1,0,1,7.9,synthetic
55.106748919844364,19,6,0,1,5.6,synthetic
26.21349957539686,9,5,0,0,1.0,synthetic
85.25234185518629,5,3,0,0,5.3,synthetic
56.02529274279922,20,6,0,0,2.1,synthetic
21.109767694327225,10,4,0,0,0.0,synthetic
88.19480349142961,11,5,1,0,0.3,synthetic
45.03755073926072,3,0,0,1,3.2,synthetic
67.49200104263298,0,5,1,0,6.8,synthetic
56.96247027787946,13,4,0,0,7.2,synthetic
75.7882527823617,1,2,0,0,1.4,synthetic
70.79482972100506,4,1,0,0,1.4,synthetic
74.92191286068655,23,1,1,0,7.6,synthetic
56.466966593344125,13,1,1,0,0.4,synthetic
66.18527310460571,4,1,0,0,4.0,synthetic
47.13508352093362,4,2,0,0,2.4,synthetic
69.95437652607242,14,2,1,0,6.7,synthetic
90.64270480950431,16,3,0,0,4.9,synthetic
51.034177110992985,8,3,0,0,1.9,synthetic
52.43112747120589,13,5,0,0,0.7,synthetic
89.20607971825056,6,1,0,0,1.4,synthetic
87.5189948340703,21,4,0,0,1.1,synthetic
76.93870880027103,19,0,0,0,2.1,synthetic
64.94387811288192,21,6,0,0,2.5,synthetic
92.18037104361332,18,1,1,0,3.0,synthetic
26.368175088577182,3,6,0,0,2.8,synthetic
94.03002026713841,13,4,0,0,2.5,synthetic
88.68777715197575,13,6,0,1,0.3,synthetic
80.70990444351463,6,2,1,0,2.5,synthetic
80.59687147251924,21,4,0,0,0.2,synthetic
96.71454675851241,18,4,0,0,1.2,synthetic
56.482873680616,7,6,0,0,0.9,synthetic
57.72580137576251,23,4,0,0,1.0,synthetic
65.72487679905429,2,3,0,0,1.3,synthetic
87.426513793493,20,3,0,0,0.5,synthetic
28.041476060998466,11,3,0,0,3.0,synthetic
17.835043093242334,22,1,0,0,0.0,synthetic
30.335376372908943,3,4,0,0,9.1,synthetic
34.602055598570246,8,4,0,0,2.0,synthetic
59.73679130180007,13,3,0,0,2.3,synthetic
65.04081075025186,22,3,0,0,0.9,synthetic
48.01429829222188,10,3,0,0,8.7,synthetic
28.294016582672757,7,2,0,0,0.0,synthetic
14.875769531202383,22,6,0,0,9.2,synthetic
51.200144119468476,6,3,0,0,0.8,synthetic
47.44469210809166,12,4,0,0,8.3,synthetic
23.122652224308755,19,1,0,0,0.1,synthetic
64.80347651145311,1,0,0,0,5.0,synthetic
95.60853389475855,0,3,0,0,1.2,synthetic
70.18167158401488,3,1,0,0,1.3,synthetic
85.28195600007673,2,6,0,1,8.6,synthetic
55.03088498555057,11,6,0,0,3.9,synthetic
13.625776797806227,4,1,0,0,12.9,synthetic
93.19919730256194,22,0,0,0,8.3,synthetic
37.548385266732105,2,0,0,0,1.6,synthetic
62.835841398836735,3,4,0,0,0.9,synthetic
89.13012112618236,4,4,0,0,0.8,synthetic
99.3090556082286,8,0,1,0,0.1,synthetic
99.34533309733312,23,0,0,0,1.9,synthetic
43.08995582066263,14,5,0,1,4.1,synthetic
42.17419584212549,4,5,0,0,0.3,synthetic
72.49951645540133,7,6,0,0,1.8,synthetic
68.0364883560246,10,5,1,0,10.1,synthetic
80.15226236113892,4,6,0,1,10.4,synthetic
33.92573991237565,21,0,0,1,0.7,synthetic
37.582000629791224,21,5,1,0,10.0,synthetic
50.20302026845879,13,3,0,0,5.8,synthetic
66.52566695340806,19,0,0,0,4.6,synthetic
18.326667304348177,20,5,0,0,0.0,synthetic
31.890832749043852,21,1,0,0,2.3,synthetic
17.79133185792789,21,3,0,0,5.3,synthetic
12.122066801506959,6,4,0,0,0.3,synthetic
12.264499360014282,0,4,0,0,0.9,synthetic
86.06310424838792,7,5,0,0,0.0,synthetic
85.49741787399844,7,0,0,1,2.3,synthetic
44.05594003375823,5,2,1,1,5.9,synthetic
84.0031634468769,11,5,1,0,3.9,synthetic
32.375920285798266,12,2,0,0,2.7,synthetic
69.07341843593872,16,0,0,0,2.0,synthetic
61.131130299914595,18,5,0,0,5.9,synthetic
47.103840649398336,1,1,0,0,1.7,synthetic
18.15860373677818,7,0,1,0,7.1,synthetic
45.17668745958249,15,0,0,0,0.9,synthetic
97.06273558960353,3,3,0,1,2.2,synthetic
66.80538438729809,7,3,0,0,1.0,synthetic
74.88437806106333,1,0,0,0,16.9,synthetic
68.9242419457307,16,3,1,0,9.8,synthetic
56.83537245771917,23,2,1,0,0.0,synthetic
76.18215560558954,18,5,0,0,2.3,synthetic
66.08858389884355,3,0,0,1,2.1,synthetic
97.72151725401189,17,5,0,0,0.0,synthetic
89.5387168138816,15,4,0,0,4.3,synthetic
56.892386696724216,5,4,1,0,1.6,synthetic
93.40055797898354,1,2,1,0,0.4,synthetic
27.981113408159406,8,0,0,0,8.7,synthetic
30.967490201957904,15,3,0,0,1.6,synthetic
80.73543314605189,6,4,0,0,5.7,synthetic
67.79062081315729,11,1,1,0,0.0,synthetic
95.0511551375339,16,6,1,0,5.2,synthetic
36.218259711958055,19,2,0,1,1.9,synthetic
34.207042758727255,6,0,0,0,0.7,synthetic
74.11241407920951,10,0,0,0,1.7,synthetic
88.99652930833685,18,0,0,0,0.6,synthetic
39.50983742510988,19,4,0,1,6.9,synthetic
98.55740733828925,20,1,1,0,5.5,synthetic
73.54315323561771,23,3,0,0,6.0,synthetic
62.3394370640416,22,3,0,1,3.6,synthetic
72.11015901626172,17,1,1,0,2.7,synthetic
97.57264431296609,7,5,0,0,10.1,synthetic
54.3056161507,21,4,0,0,0.4,synthetic
81.12118932865108,4,6,0,1,4.4,synthetic
22.761887960286387,19,5,0,0,1.4,synthetic
25.77327542974343,3,3,0,0,3.0,synthetic
13.032708487022829,22,0,0,1,6.4,synthetic
35.707274032350355,3,1,0,0,1.0,synthetic
73.68106399650942,5,2,0,0,4.8,synthetic
50.645109652747536,20,4,0,1,4.9,synthetic
97.33715797231275,13,3,1,0,2.7,synthetic
50.46467683389481,15,6,0,0,9.1,synthetic
41.55379010343236,23,2,0,0,3.5,synthetic
52.53540547229782,19,4,0,0,0.0,synthetic
95.37373973291928,0,3,0,0,0.0,synthetic
43.282289954270155,16,2,0,0,10.3,synthetic
54.77088987923453,7,5,0,0,6.1,synthetic
80.0647994695886,9,2,1,0,1.4,synthetic
99.44799526121113,23,0,0,0,2.8,synthetic
86.09144383661044,21,2,0,0,1.0,synthetic
74.80616004180705,19,6,0,0,1.4,synthetic
81.10510590773978,12,6,0,0,9.8,synthetic
40.2889228636029,14,2,0,0,0.3,synthetic
70.14704344478488,22,1,0,0,2.1,synthetic
82.76665526155342,4,3,0,0,2.8,synthetic
13.072221583445934,20,5,0,0,1.7,synthetic
28.805399836522714,9,4,1,0,1.0,synthetic
23.868014529102606,12,1,0,1,17.7,synthetic
99.82913601609316,21,1,0,0,0.6,synthetic
17.317273105158232,14,6,0,0,0.0,synthetic
11.010883217763537,15,4,0,0,1.6,synthetic
29.126023731564363,21,0,0,0,7.7,synthetic
77.03816954926508,20,2,0,0,3.8,synthetic
50.43279783263235,11,4,0,1,15.6,synthetic
97.36467628449157,9,3,0,0,0.3,synthetic
95.21491173142196,12,1,0,0,1.2,synthetic
17.059340522717946,15,4,0,0,1.9,synthetic
32.78603136416145,5,3,0,0,2.4,synthetic
21.88747160024675,23,4,0,0,10.1,synthetic
52.390755412970314,20,1,0,0,1.2,synthetic
75.90287544109717,15,6,0,0,1.5,synthetic
22.739563241784317,17,5,0,0,0.2,synthetic
19.48261340246545,1,2,0,0,7.9,synthetic
39.752137096123306,17,4,1,0,2.2,synthetic
26.402759381143007,13,1,0,1,0.4,synthetic
68.53093810367955,8,4,0,0,0.0,synthetic
51.43179578228604,8,1,0,0,1.8,synthetic
12.534371664421803,16,3,0,0,5.8,synthetic
