distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
44.847041107128184,5,2,0,1,5.8,synthetic
84.18688567050181,7,2,0,0,0.8,synthetic
24.858619374285297,22,6,0,0,2.0,synthetic
82.11994112491655,1,4,1,0,1.2,synthetic
27.97944655263252,15,6,1,0,2.8,synthetic
45.85040639573352,11,1,1,0,0.6,synthetic
27.586752901692982,8,0,0,0,0.3,synthetic
80.12849863672167,3,3,0,1,0.3,synthetic
39.023042411145354,7,2,0,0,1.6,synthetic
90.45418319082579,1,6,0,0,3.6,synthetic
52.83819514873446,16,3,1,0,0.2,synthetic
81.52903700419408,3,4,0,0,0.4,synthetic
49.52405150339489,21,4,0,0,0.3,synthetic
80.02985635737814,10,2,0,0,0.6,synthetic
87.36261306879872,7,1,0,0,0.5,synthetic
97.60353003539105,10,6,1,0,5.8,synthetic
40.96600086139057,9,4,1,1,18.2,synthetic
85.73049987852524,2,5,1,0,7.2,synthetic
28.058220647005115,23,4,1,0,1.4,synthetic
78.902263243624,8,1,1,0,4.9,synthetic
99.1114995481447,16,4,0,0,1.2,synthetic
97.8798270998297,10,3,0,1,1.3,synthetic
33.64493457713949,1,2,1,1,4.9,synthetic
11.811224025747366,21,4,0,0,3.0,synthetic
54.64102979273936,3,1,1,0,3.3,synthetic
74.04423943933455,1,3,1,1,1.9,synthetic
61.08331455996227,18,5,0,0,0.6,synthetic
42.02476505392917,19,5,1,1,5.3,synthetic
29.542758430537297,21,0,0,0,1.1,synthetic
90.35351194411643,17,2,1,0,11.2,synthetic
47.85604402911323,16,6,0,0,2.1,synthetic
50.16974228366366,17,2,0,0,2.4,synthetic
84.4126538830148,5,3,1,0,0.2,synthetic
79.92959100883225,16,1,0,0,0.7,synthetic
56.76119243735082,23,1,0,0,4.1,synthetic
31.580892260075352,12,6,1,0,2.6,synthetic
68.45293433059702,9,6,0,1,21.7,synthetic
59.824639519043274,16,6,1,1,4.8,synthetic
55.93157998368783,7,3,0,1,5.2,synthetic
70.73329596837343,16,4,0,0,0.2,synthetic
88.78401697135726,7,2,0,0,4.6,synthetic
66.57915912363896,1,4,1,0,1.6,synthetic
67.66281356078557,13,0,0,0,11.1,synthetic
66.24468718036395,13,1,0,0,1.2,synthetic
16.758713732428976,10,2,0,0,0.0,synthetic
49.76941458499985,12,4,0,0,1.1,synthetic
79.71637404875902,20,3,1,0,5.8,synthetic
89.78028995501332,8,0,0,1,6.3,synthetic
68.12859755039433,22,4,0,1,3.8,synthetic
59.176081262577924,2,4,0,0,0.9,synthetic
