distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
38.32130132707498,2,4,0,0,10.4,synthetic
79.88642407253624,17,1,1,0,10.6,synthetic
93.2263968520832,4,5,0,0,1.1,synthetic
23.183129193021795,8,3,0,0,1.2,synthetic
18.203435474693777,2,0,1,0,12.0,synthetic
81.79582382179979,12,1,0,0,1.8,synthetic
18.237487237318405,9,5,0,0,0.5,synthetic
86.96787540268305,5,5,1,0,6.4,synthetic
18.903683032942038,22,0,0,0,5.8,synthetic
97.01900068285856,14,6,0,0,0.1,synthetic
81.13261348187315,19,0,0,0,4.2,synthetic
28.738234418060546,20,2,0,0,0.0,synthetic
97.54136712712582,11,2,0,0,2.7,synthetic
69.96145500036917,13,3,0,1,0.2,synthetic
45.66203210368041,8,4,0,0,1.6,synthetic
44.46644692139214,3,4,0,0,1.0,synthetic
19.611696154367227,14,2,0,0,2.1,synthetic
30.27847688422259,15,0,0,1,8.6,synthetic
68.86192913413424,0,0,0,0,3.9,synthetic
87.34509563280534,9,2,1,0,6.7,synthetic
36.065801947030145,0,1,0,0,3.6,synthetic
43.45031356118665,3,5,0,0,2.1,synthetic
22.25870242287791,11,6,0,0,0.3,synthetic
16.319723308537615,13,5,0,1,2.0,synthetic
64.51405254021155,0,3,0,0,3.0,synthetic
60.00688931535498,6,0,1,0,5.0,synthetic
17.187542270551134,23,0,0,0,1.7,synthetic
92.73957328444837,23,5,0,1,6.7,synthetic
32.37114196178281,23,6,0,0,2.2,synthetic
86.53785150291802,18,0,0,0,0.8,synthetic
48.29027930277395,20,0,0,0,1.1,synthetic
62.55526455841301,6,5,0,0,0.8,synthetic
83.17298573875807,16,4,0,0,0.6,synthetic
50.58604346700565,19,5,0,0,4.7,synthetic
10.689804528288837,4,0,0,0,3.2,synthetic
63.44179463290936,23,6,0,0,0.0,synthetic
77.71931385564795,13,1,0,1,3.2,synthetic
26.5982634474348,16,1,1,0,3.6,synthetic
70.1065314460984,16,1,1,0,3.0,synthetic
70.30628231184417,3,5,1,0,2.8,synthetic
48.846408306921695,12,3,1,1,3.6,synthetic
96.84978396642704,5,4,0,0,5.6,synthetic
42.39503491043053,18,6,1,0,1.8,synthetic
34.36512495635944,22,2,0,0,4.9,synthetic
23.58961026469739,2,0,0,0,3.1,synthetic
26.981622103954408,3,4,0,0,2.6,synthetic
25.396375495750096,17,6,0,0,0.3,synthetic
44.347007102719964,17,4,0,0,0.9,synthetic
21.547675252863073,0,1,0,1,6.6,synthetic
43.09008826478721,16,6,0,0,7.7,synthetic
80.73203560044016,9,1,0,0,0.1,synthetic
54.38328697677549,4,4,0,0,0.4,synthetic
69.5225916814739,2,2,0,0,8.0,synthetic
61.01239229008136,11,1,0,0,3.1,synthetic
