distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,14,0,0,0,44.0,real,2026-03-09T15:38:20.727582
50.0,14,0,0,0,6.0,real,2026-03-09T15:38:20.744497
50.0,14,0,0,0,2.0,real,2026-03-09T15:38:20.748368
50.0,14,0,0,1,76.0,real,2026-03-09T15:38:41.240432
50.0,14,0,0,0,16.0,real,2026-03-09T15:38:41.269200
50.0,14,0,0,0,8.0,real,2026-03-09T15:38:41.276363
50.0,14,0,0,0,57.0,real,2026-03-09T15:38:51.027875
50.0,14,0,0,0,26.0,real,2026-03-09T15:38:51.056988
50.0,14,0,0,1,7.0,real,2026-03-09T15:38:51.062395
50.0,15,0,0,1,72.0,real,2026-03-09T15:39:00.959265
50.0,14,0,0,0,13.0,real,2026-03-09T15:39:00.988556
50.0,14,0,0,0,0.0,real,2026-03-09T15:39:00.994201
50.0,14,0,0,0,3.0,real,2026-03-09T15:39:10.350936
50.0,14,0,0,1,1.0,real,2026-03-09T15:39:10.382000
50.0,14,0,0,0,0.0,real,2026-03-09T15:39:10.389211
50.0,14,0,0,0,3.0,real,2026-03-09T15:39:21.514196
50.0,14,0,0,0,5.0,real,2026-03-09T15:39:21.517480
50.0,14,0,0,0,7.0,real,2026-03-09T15:39:21.520175
84.5856326009181,19,0,0,0,1.9,synthetic,
98.7810608897394,12,1,0,0,0.7,synthetic,
19.0718615181587,2,6,0,1,3.4,synthetic,
14.187602954531405,6,5,1,0,1.3,synthetic,
89.20174669461387,1,5,0,0,3.8,synthetic,
93.77230334719678,13,0,0,0,5.3,synthetic,
90.69935622968944,11,6,0,1,6.2,synthetic,
61.1086618806197,12,2,0,0,0.6,synthetic,
64.84946759558977,23,1,1,0,3.1,synthetic,
50.49631997647022,9,1,0,0,0.7,synthetic,
96.66285263645739,10,6,0,0,0.8,synthetic,
89.26374863759277,22,4,0,0,2.3,synthetic,
92.21010233473984,14,0,0,1,1.2,synthetic,
61.54680332966236,0,6,0,0,9.6,synthetic,
78.37202988826012,10,6,1,1,12.1,synthetic,
53.161909217580984,20,5,1,0,7.3,synthetic,
92.05306513402739,21,6,0,0,0.5,synthetic,
28.628538688733354,17,1,0,0,0.9,synthetic,
65.83476583997626,13,3,1,0,8.3,synthetic,
50.146157098373536,18,3,0,0,2.8,synthetic,
42.50925173362311,12,2,1,0,3.9,synthetic,
64.10311834993239,2,0,0,0,7.3,synthetic,
30.428461977930056,15,0,0,0,4.3,synthetic,
15.791502027045354,12,0,0,0,0.5,synthetic,
28.21303401392361,2,2,1,0,1.1,synthetic,
10.216516817248323,11,1,0,0,3.0,synthetic,
36.73269968719062,3,0,1,0,0.8,synthetic,
13.107158690219705,11,4,0,0,3.1,synthetic,
34.27914185444627,10,2,0,0,0.2,synthetic,
32.29397706688669,10,5,0,0,2.0,synthetic,
66.8791389725983,7,0,1,0,4.6,synthetic,
15.15948398075272,13,5,0,0,0.1,synthetic,
