distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
11.545949207570514,0,1,0,0,2.9,synthetic
14.181829789951204,23,3,0,1,16.9,synthetic
46.053453825010344,4,6,1,1,2.5,synthetic
67.3105630130803,4,2,0,0,4.6,synthetic
70.63904220092125,4,2,0,0,0.8,synthetic
70.17113531486697,20,0,1,0,9.9,synthetic
21.148745961095443,9,2,0,1,7.3,synthetic
21.986544524202145,14,1,0,0,0.7,synthetic
58.545063263746215,2,2,0,0,1.3,synthetic
38.76406071416986,14,4,1,1,7.2,synthetic
37.774419949842226,11,1,0,0,3.8,synthetic
68.28201177202101,20,3,0,0,0.6,synthetic
54.851094707050166,17,6,0,0,0.4,synthetic
58.46843881713004,10,4,1,0,2.6,synthetic
92.60665760789259,0,3,1,0,7.0,synthetic
30.547958158490037,16,6,1,0,3.2,synthetic
78.53877820986679,20,4,1,1,8.0,synthetic
52.92923942610245,0,4,0,0,0.3,synthetic
71.92908653814312,6,0,0,0,0.5,synthetic
56.50276583542325,3,6,0,0,0.2,synthetic
19.77506761453406,19,3,0,1,22.0,synthetic
21.334520898323266,6,1,1,0,8.4,synthetic
88.53434159747194,11,4,0,0,1.5,synthetic
23.78190739408872,19,5,0,0,4.5,synthetic
49.79255934492464,8,3,0,0,0.3,synthetic
54.162232623875326,5,3,0,0,5.3,synthetic
86.68850334618973,15,5,1,0,0.5,synthetic
35.85886651327619,18,3,1,0,2.6,synthetic
68.47855086979743,3,5,0,1,2.7,synthetic
13.582817232955463,9,3,1,0,14.1,synthetic
85.51866786744651,13,6,0,0,9.1,synthetic
59.19918048365795,13,2,0,1,1.8,synthetic
76.35581108086788,11,5,1,1,11.1,synthetic
54.47260345555241,14,6,1,0,5.8,synthetic
97.70085138042693,1,5,0,0,5.5,synthetic
77.76111672088373,4,3,1,1,6.5,synthetic
11.728792438519763,6,2,0,0,0.9,synthetic
38.87798003861522,3,0,1,0,0.8,synthetic
29.632382400579516,12,5,1,0,1.6,synthetic
69.49884189973909,11,3,1,1,6.8,synthetic
79.94320498195188,6,3,1,0,2.2,synthetic
53.433974425515835,20,2,1,0,6.9,synthetic
19.018433589793336,3,1,1,0,8.7,synthetic
35.32494118011374,8,5,0,0,2.3,synthetic
47.970071595655895,10,2,0,0,2.0,synthetic
95.7622400846374,4,1,0,0,3.2,synthetic
26.281354788283057,19,5,0,0,4.7,synthetic
51.34581763854238,7,5,1,0,11.7,synthetic
97.592891201447,18,5,0,0,2.9,synthetic
12.584798587023972,12,2,1,0,9.5,synthetic
89.7851788922524,9,2,0,0,0.7,synthetic
56.955904589174715,9,3,1,1,10.1,synthetic
91.6236004801804,13,1,0,0,9.3,synthetic
80.99434620634186,15,0,0,0,4.0,synthetic
26.69327964787796,18,0,0,1,3.3,synthetic
93.69920097056414,13,2,0,0,3.1,synthetic
40.44654307438924,14,4,0,0,1.0,synthetic
41.557523022834054,5,6,1,0,2.7,synthetic
66.88997353795259,3,1,0,0,0.8,synthetic
40.288308863564964,21,5,0,1,1.4,synthetic
37.470613497532156,18,0,1,0,3.6,synthetic
21.41435321780489,10,0,0,0,0.1,synthetic
32.112699685877004,4,3,0,0,0.4,synthetic
98.31205086420808,17,2,0,0,0.9,synthetic
62.2970758720176,22,4,1,0,5.0,synthetic
31.18264954610647,9,6,1,0,10.6,synthetic
72.30782712397686,14,3,1,0,8.3,synthetic
66.18536668807148,17,6,0,0,0.8,synthetic
74.77056609363673,6,4,1,0,0.4,synthetic
