distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
10.798243212732906,8,6,0,0,2.3,synthetic
72.98755032034123,15,5,1,1,17.5,synthetic
52.661196319309944,8,5,1,0,4.1,synthetic
68.2762338944088,18,6,1,0,3.9,synthetic
73.43418021808404,14,6,0,0,0.9,synthetic
91.06071958511072,15,0,0,0,2.1,synthetic
88.08613868349615,8,3,0,0,11.0,synthetic
68.46899551242923,10,6,0,1,4.4,synthetic
52.79894990340055,5,1,1,0,9.8,synthetic
56.48157679906659,5,6,0,0,6.4,synthetic
19.307390293477997,12,0,0,0,3.1,synthetic
28.854300073885465,20,3,0,0,1.3,synthetic
63.89269945595566,14,0,0,0,2.6,synthetic
91.97697601699142,16,2,1,0,4.2,synthetic
79.24743231040972,1,3,0,0,1.0,synthetic
29.41195904231506,9,4,0,0,2.0,synthetic
44.00416733887763,21,2,0,0,2.2,synthetic
55.05435251888932,1,5,0,0,7.5,synthetic
28.994718919247088,17,1,0,0,0.4,synthetic
31.96601546008731,20,3,1,0,7.2,synthetic
90.92817536044943,16,1,1,0,3.8,synthetic
91.3058634459212,15,1,0,0,4.4,synthetic
43.167788779893655,2,4,0,0,0.4,synthetic
70.7316048270473,6,2,0,0,1.2,synthetic
84.35236353715828,14,2,0,0,3.2,synthetic
46.39171664979413,3,4,1,1,1.5,synthetic
71.53181169001604,12,6,0,0,5.8,synthetic
10.494410547390082,12,1,1,0,16.0,synthetic
74.46000228679027,6,1,0,0,7.1,synthetic
57.28648838153319,8,0,0,0,0.4,synthetic
55.9294054880968,21,5,1,1,6.2,synthetic
69.18189334709446,18,6,1,0,8.7,synthetic
61.54138024287652,15,4,1,0,2.1,synthetic
41.16886980237942,17,1,1,1,12.8,synthetic
74.95221086505428,11,1,0,1,3.7,synthetic
72.87789971494936,1,0,0,0,1.2,synthetic
10.299935053982272,5,0,0,0,1.3,synthetic
10.221619493653344,10,2,1,0,3.3,synthetic
60.60326500355967,3,2,0,0,6.1,synthetic
58.965674140446154,3,1,0,0,2.5,synthetic
42.96133049475831,10,0,0,0,2.3,synthetic
32.206561760931706,23,5,0,0,0.8,synthetic
55.60706584608974,14,6,0,0,2.4,synthetic
10.39315044272973,15,0,0,0,2.4,synthetic
23.39849683708187,0,6,0,0,0.7,synthetic
76.8976490976888,6,1,0,0,2.4,synthetic
87.21525143133891,5,0,0,0,12.2,synthetic
29.88926489748338,22,4,1,0,4.3,synthetic
36.5581753276648,16,0,0,1,0.5,synthetic
31.46511145751764,13,1,0,0,0.2,synthetic
