distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
66.32904628537176,9,3,1,0,3.3,synthetic
80.06483609087317,4,0,0,0,2.5,synthetic
53.84575816185113,3,4,1,0,2.6,synthetic
71.74291317292982,1,6,0,0,4.3,synthetic
57.99409663216543,23,3,0,0,0.1,synthetic
48.621406251514365,6,6,1,0,4.7,synthetic
90.52891102746696,12,0,0,0,5.3,synthetic
46.85177193497933,17,6,0,0,3.9,synthetic
19.79079457111306,1,0,0,0,10.5,synthetic
56.206701423492596,14,2,1,0,3.7,synthetic
76.31175543477598,9,1,0,0,6.0,synthetic
25.591298231122707,5,0,1,0,1.3,synthetic
52.03725220017296,0,3,0,1,0.7,synthetic
74.86368166297821,23,0,0,0,6.0,synthetic
23.650681604328394,18,3,1,0,1.2,synthetic
14.105934333853849,9,2,0,0,0.7,synthetic
78.40819639449495,18,0,0,0,4.8,synthetic
48.39600119865042,16,2,0,0,0.5,synthetic
98.86275752223568,14,4,0,0,6.7,synthetic
35.0605939424137,6,2,0,0,5.2,synthetic
89.90999358639743,10,6,0,0,3.5,synthetic
42.767267373152194,5,4,0,0,2.5,synthetic
45.876997883231084,23,1,0,1,10.1,synthetic
88.06667532542862,5,4,0,0,3.7,synthetic
72.62514695938287,22,4,0,0,3.0,synthetic
51.31653102671434,21,2,0,0,2.5,synthetic
84.78413513351192,21,5,0,0,0.2,synthetic
53.580015852657155,20,0,0,0,3.4,synthetic
27.828401391165993,7,5,1,0,7.6,synthetic
40.808294488623645,21,6,0,0,1.7,synthetic
98.12323633102906,17,0,0,0,6.0,synthetic
97.21122306479435,3,1,0,0,1.9,synthetic
65.19444989702944,23,2,0,1,1.3,synthetic
27.789170940382093,8,0,0,0,5.0,synthetic
40.91819421189771,15,2,1,0,1.1,synthetic
47.978616184826556,13,6,0,0,11.3,synthetic
72.13163438294822,15,3,0,0,1.4,synthetic
61.763494753256104,1,2,0,1,13.2,synthetic
71.73501184881692,5,6,1,0,1.7,synthetic
22.6961695698905,22,1,0,0,1.0,synthetic
68.70323319338812,13,4,0,0,1.3,synthetic
53.810879377578196,21,1,0,0,1.2,synthetic
92.48299089281122,16,4,0,0,0.7,synthetic
29.629346119293892,23,4,0,0,3.3,synthetic
37.23765310634934,3,4,0,0,5.4,synthetic
59.12746959881774,10,0,0,0,3.9,synthetic
35.96695247445849,21,5,0,0,4.0,synthetic
36.26111944952848,23,5,1,0,2.1,synthetic
38.69830963265294,12,2,0,1,9.1,synthetic
40.325260821920025,15,1,0,0,1.1,synthetic
86.90275242102864,6,3,1,1,3.5,synthetic
77.91552468039161,21,5,0,0,5.1,synthetic
38.297574796843236,14,4,0,0,2.3,synthetic
12.45662812090656,21,1,0,0,0.8,synthetic
