distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,15,3,0,0,39.0,real,2026-03-05T16:10:06.503247
50.0,15,3,0,0,20.0,real,2026-03-05T16:10:06.503283
50.0,15,3,0,1,14.0,real,2026-03-05T16:10:06.503292
50.0,15,3,0,0,55.0,real,2026-03-05T16:10:16.551006
50.0,15,3,0,0,32.0,real,2026-03-05T16:10:16.551033
50.0,15,3,0,0,18.0,real,2026-03-05T16:10:16.551047
50.0,15,3,0,0,38.0,real,2026-03-05T16:10:26.641238
50.0,15,3,0,0,32.0,real,2026-03-05T16:10:26.641265
50.0,15,3,0,0,25.0,real,2026-03-05T16:10:26.641274
50.0,15,3,0,0,20.0,real,2026-03-05T16:10:36.788102
50.0,15,3,0,0,8.0,real,2026-03-05T16:10:36.788132
50.0,15,3,0,0,3.0,real,2026-03-05T16:10:36.788141
50.0,15,3,0,0,6.0,real,2026-03-05T16:11:08.395440
50.0,15,3,0,0,5.0,real,2026-03-05T16:11:08.395468
50.0,16,3,1,0,54.0,real,2026-03-05T16:11:08.395475
50.0,15,3,0,1,57.0,real,2026-03-05T16:11:18.411717
50.0,15,3,0,0,36.0,real,2026-03-05T16:11:18.411745
50.0,15,3,0,0,10.0,real,2026-03-05T16:11:18.411752
95.42877731800218,23,3,1,1,4.7,synthetic,
77.66575798382026,20,2,0,0,1.1,synthetic,
81.054204731828,0,2,0,0,2.7,synthetic,
69.15056283726891,17,0,0,1,1.2,synthetic,
68.8847155645943,1,1,0,1,3.6,synthetic,
45.25719950574914,15,2,0,0,0.0,synthetic,
93.70171863827903,8,2,1,0,13.6,synthetic,
51.78831838882803,12,4,0,0,4.8,synthetic,
24.920226407194715,15,1,0,0,1.2,synthetic,
49.48774981400404,11,0,0,0,0.9,synthetic,
15.91871839929887,5,1,1,0,9.9,synthetic,
90.20056835413038,5,6,0,0,4.2,synthetic,
44.279136334363166,18,1,1,0,3.8,synthetic,
82.43960401123995,21,3,0,0,0.5,synthetic,
58.90231555281251,5,5,0,0,0.6,synthetic,
49.6853547740035,16,1,0,0,0.5,synthetic,
49.536457403831754,6,3,0,1,26.7,synthetic,
53.670397157678444,19,6,1,0,8.9,synthetic,
70.7828527584071,9,6,0,0,1.7,synthetic,
64.49116605745304,16,4,0,0,2.2,synthetic,
76.66600141270042,9,1,1,0,2.0,synthetic,
89.56331036795179,8,0,1,0,4.0,synthetic,
84.40125672063546,9,5,0,0,0.8,synthetic,
36.17713135975657,23,6,0,0,4.3,synthetic,
19.497617595683103,3,3,1,0,4.9,synthetic,
58.105671546399485,19,1,0,0,5.8,synthetic,
65.65178767088094,19,2,0,0,9.2,synthetic,
89.425367933021,2,2,1,0,0.9,synthetic,
92.05214914428831,10,3,0,0,1.7,synthetic,
76.40618284959345,8,0,0,1,8.3,synthetic,
63.83084346370071,17,1,0,1,9.7,synthetic,
46.470368022392016,8,0,0,0,6.4,synthetic,
70.56039655488391,15,2,0,1,8.5,synthetic,
65.79976703377166,22,6,1,0,2.6,synthetic,
40.26858391459939,8,1,1,0,1.8,synthetic,
