distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
87.53731050377574,1,3,0,0,0.2,synthetic
95.46092602847855,17,1,1,0,0.1,synthetic
59.31367937941463,3,3,0,0,2.5,synthetic
86.20259152405707,12,1,1,0,7.0,synthetic
63.80888262932754,4,5,0,0,0.7,synthetic
68.16202903331512,11,6,0,0,3.2,synthetic
78.12690869819211,6,3,1,0,3.9,synthetic
85.59366828083564,6,5,1,0,8.2,synthetic
93.46423803211628,12,3,0,0,6.9,synthetic
63.75269022880734,0,6,1,0,2.5,synthetic
48.273663583288695,20,5,0,1,8.0,synthetic
36.1201879874503,8,3,1,0,0.4,synthetic
28.004777545745423,20,5,0,1,1.6,synthetic
27.863738606207285,18,2,0,1,6.7,synthetic
76.87573701837212,5,0,0,1,8.8,synthetic
93.71116910739552,4,2,0,0,3.6,synthetic
46.90015215518104,11,5,1,0,4.3,synthetic
17.964398403297547,3,3,0,0,1.6,synthetic
96.33246983878443,19,0,0,1,4.7,synthetic
37.94793869403233,13,2,0,0,2.8,synthetic
