distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,6,0,0,0,1.0,real,2026-04-06T07:57:42.989020
50.0,6,0,0,0,0.0,real,2026-04-06T07:57:42.995229
50.0,6,0,0,0,0.0,real,2026-04-06T07:57:42.997939
50.0,16,0,1,0,901.0,real,2026-04-06T07:57:49.008510
50.0,18,0,1,0,879.0,real,2026-04-06T07:57:49.018603
50.0,20,0,0,0,1038.0,real,2026-04-06T07:57:49.023930
50.0,6,0,0,0,0.0,real,2026-04-06T07:57:54.554451
50.0,7,0,1,0,2.0,real,2026-04-06T07:57:54.557608
50.0,7,0,1,0,7.0,real,2026-04-06T07:57:54.560365
50.0,9,0,1,0,904.0,real,2026-04-06T07:58:00.261209
50.0,7,0,1,0,683.0,real,2026-04-06T07:58:00.269542
50.0,10,0,0,0,842.0,real,2026-04-06T07:58:00.274836
50.0,6,0,0,0,0.0,real,2026-04-06T07:58:27.048358
50.0,7,0,1,0,0.0,real,2026-04-06T07:58:27.057515
50.0,7,0,1,0,0.0,real,2026-04-06T07:58:27.063150
50.0,7,0,1,0,123.0,real,2026-04-06T07:58:33.510734
50.0,6,0,0,0,2.0,real,2026-04-06T07:58:33.540819
50.0,7,0,1,0,5.0,real,2026-04-06T07:58:33.549305
69.33008045098349,23,3,0,0,0.0,synthetic,
44.70378084952226,10,0,1,0,3.4,synthetic,
93.00434487812693,9,5,0,0,3.2,synthetic,
92.23945491548581,22,5,0,0,5.8,synthetic,
57.57883728457922,22,5,0,0,0.8,synthetic,
59.72837326709062,22,5,0,0,2.1,synthetic,
84.39482292365044,13,2,0,0,1.7,synthetic,
20.449378987531617,16,5,0,0,3.8,synthetic,
69.83415613907918,10,0,0,0,0.4,synthetic,
30.622644532819653,4,3,1,0,3.4,synthetic,
27.768121273072587,11,1,0,0,3.9,synthetic,
52.877018949970065,23,2,1,0,3.2,synthetic,
67.85908441962106,1,6,0,0,0.4,synthetic,
64.38396591201776,14,2,0,0,4.1,synthetic,
74.35784019733737,3,0,0,1,19.2,synthetic,
12.926586777393148,1,1,0,0,2.1,synthetic,
98.61313016188855,11,5,0,0,7.9,synthetic,
85.90741862657052,21,2,1,0,7.1,synthetic,
70.6831999970179,16,2,1,0,0.8,synthetic,
16.4209627198029,18,0,0,0,0.3,synthetic,
17.30960049224264,20,5,0,0,0.0,synthetic,
76.54186511126935,19,1,0,0,8.6,synthetic,
42.44729396785411,9,1,0,0,4.8,synthetic,
18.637630142018082,23,5,0,0,1.2,synthetic,
44.941600628877495,9,3,0,0,1.4,synthetic,
78.11601259185844,9,3,0,0,1.6,synthetic,
77.96914233567782,4,2,1,1,6.7,synthetic,
67.63843627641991,2,4,0,0,0.5,synthetic,
29.06613794026051,16,5,0,0,1.7,synthetic,
66.83709166439887,1,1,0,0,9.7,synthetic,
68.39921192155896,15,1,1,1,17.9,synthetic,
91.05050688425487,10,2,0,0,0.6,synthetic,
40.63683719615907,9,4,0,0,1.9,synthetic,
88.8456050758132,0,2,0,0,1.3,synthetic,
49.031922076531785,13,0,0,0,1.5,synthetic,
60.75075738077275,23,1,0,0,2.3,synthetic,
31.506530520537204,3,1,0,0,1.8,synthetic,
71.54184784041145,9,0,1,0,1.1,synthetic,
57.87984964603966,3,3,1,0,1.9,synthetic,
82.81872032101218,21,2,0,0,0.5,synthetic,
77.41296993719183,9,2,0,0,7.2,synthetic,
36.58555397751828,12,1,0,0,22.4,synthetic,
67.01802684564177,0,0,0,0,1.2,synthetic,
52.647523445735786,5,4,1,0,2.1,synthetic,
50.597211023233896,12,3,0,0,1.5,synthetic,
63.483851287109204,22,3,0,0,4.0,synthetic,
64.64675417865388,4,6,0,0,3.6,synthetic,
24.797174309045094,11,2,0,0,3.6,synthetic,
15.518230453351121,17,4,1,0,0.0,synthetic,
15.062988292966612,22,4,1,0,0.0,synthetic,
34.555174722410726,12,3,0,1,7.7,synthetic,
62.69158044071148,1,3,0,0,4.8,synthetic,
48.18468932112653,22,3,0,1,0.9,synthetic,
57.70635680245843,12,3,0,0,0.0,synthetic,
63.980636692964694,9,5,0,0,1.5,synthetic,
52.49136703506159,16,3,0,1,5.7,synthetic,
46.81853278078663,13,6,0,0,2.6,synthetic,
49.674090028134415,7,3,0,0,1.8,synthetic,
45.35107639031422,11,4,0,0,0.4,synthetic,
23.85064507325486,14,6,0,0,3.6,synthetic,
24.479852035695828,9,2,0,1,1.7,synthetic,
63.620680836972355,1,6,0,0,3.1,synthetic,
28.419207299852186,8,0,0,0,0.0,synthetic,
26.19566061410605,10,6,0,1,2.0,synthetic,
25.28959999050995,19,3,0,0,10.1,synthetic,
52.88351729500197,8,5,1,0,26.1,synthetic,
30.067398963265052,22,4,0,0,3.3,synthetic,
43.18556194469663,7,0,0,0,0.1,synthetic,
96.62075463938183,23,0,0,0,1.8,synthetic,
49.50978764224318,1,4,0,0,2.2,synthetic,
99.69420214097353,19,0,0,0,0.0,synthetic,
42.49929316257209,11,1,0,0,2.3,synthetic,
74.22677209648268,19,2,1,0,1.5,synthetic,
90.82954351541528,21,3,1,0,1.1,synthetic,
33.14096170739779,4,4,1,0,0.2,synthetic,
49.62355228366124,10,3,0,0,2.8,synthetic,
53.00607892284299,13,4,0,0,6.7,synthetic,
47.98247256916709,8,4,0,0,0.0,synthetic,
38.38986778453112,18,4,0,0,1.3,synthetic,
12.239996327007836,10,3,0,0,5.1,synthetic,
76.12130041972871,3,4,1,0,0.5,synthetic,
56.70628731208111,6,6,0,0,2.6,synthetic,
63.7850744785954,14,2,0,0,3.0,synthetic,
76.73206562006047,13,4,0,0,0.8,synthetic,
18.21025573201594,23,0,0,0,0.8,synthetic,
73.40634670044032,23,0,1,0,0.8,synthetic,
19.669178703030408,18,4,0,0,2.5,synthetic,
19.100826637712604,9,3,0,1,3.3,synthetic,
83.16376539587384,4,0,1,0,4.2,synthetic,
24.129126830889927,20,3,0,0,1.9,synthetic,
93.86049385490536,13,0,0,0,0.9,synthetic,
33.404826993037815,1,1,1,0,0.6,synthetic,
66.60062492766895,17,5,0,0,2.7,synthetic,
79.93705725139527,4,1,0,0,0.3,synthetic,
82.2135872131599,5,5,0,0,5.1,synthetic,
10.16389307396422,17,5,0,0,7.3,synthetic,
36.73895518590027,1,1,1,0,1.5,synthetic,
70.2991256472815,6,2,0,0,3.3,synthetic,
25.79774179423616,3,4,0,0,1.0,synthetic,
85.73993599592879,15,5,0,0,0.3,synthetic,
90.66637445535001,13,0,0,0,2.6,synthetic,
19.72063153955709,2,5,1,0,3.0,synthetic,
95.31867072027595,5,3,0,0,9.1,synthetic,
63.24835382386591,11,4,0,0,10.5,synthetic,
37.68200339763267,18,3,0,1,9.0,synthetic,
12.668182519831952,22,0,0,0,2.3,synthetic,
55.026439168700925,17,0,0,0,8.8,synthetic,
89.4938324667087,7,3,1,0,0.0,synthetic,
48.464190453354625,8,0,0,0,4.6,synthetic,
22.859743848486524,16,6,0,0,1.6,synthetic,
93.71838225295086,19,2,0,1,4.7,synthetic,
63.624388621882375,19,5,1,0,7.4,synthetic,
54.83076484990558,22,2,0,0,8.5,synthetic,
99.08102130801184,11,6,0,0,0.3,synthetic,
10.327690506672335,21,3,1,0,0.2,synthetic,
28.076471647052447,18,5,0,0,6.7,synthetic,
10.23364561894811,21,5,0,0,3.7,synthetic,
71.59435922080522,8,3,0,0,3.4,synthetic,
89.68948275947173,11,1,0,0,1.4,synthetic,
31.57214265819575,23,1,0,1,8.5,synthetic,
11.851759456099424,22,2,0,0,6.2,synthetic,
51.186168348888664,7,4,0,0,4.3,synthetic,
44.7337938436661,15,0,0,0,4.0,synthetic,
72.55032372624852,16,1,0,0,0.8,synthetic,
15.40123876473978,10,2,0,0,0.0,synthetic,
79.23813062932037,15,2,1,0,2.1,synthetic,
64.43088362138761,0,4,0,0,7.3,synthetic,
29.03475146111413,18,1,0,0,11.2,synthetic,
36.72937697121383,3,6,0,0,1.4,synthetic,
40.750784032445154,23,4,1,0,4.4,synthetic,
62.15908271368042,19,1,0,0,0.5,synthetic,
80.4546301078795,11,4,0,0,0.9,synthetic,
97.04757077397974,23,2,0,0,1.3,synthetic,
67.65108233022664,17,1,0,0,2.0,synthetic,
46.93859084876394,8,4,0,0,7.9,synthetic,
21.37683861871019,23,2,0,0,6.5,synthetic,
87.89379906969592,8,6,0,1,2.6,synthetic,
74.43633706793888,11,0,0,0,1.3,synthetic,
74.62031399039809,19,2,0,0,6.9,synthetic,
71.73914544795934,17,4,0,0,5.7,synthetic,
20.680248111215334,17,6,1,1,2.8,synthetic,
33.46493744064375,14,5,0,0,2.9,synthetic,
18.54276500685277,23,4,0,0,1.2,synthetic,
36.04567565584017,11,2,0,0,4.5,synthetic,
57.50906289656426,14,1,1,0,1.6,synthetic,
49.640021412085844,12,3,1,0,1.9,synthetic,
53.139219754859695,23,5,0,0,0.0,synthetic,
31.735410371804313,20,1,0,0,0.8,synthetic,
26.980539588485932,12,4,0,0,1.8,synthetic,
27.6230314600968,4,4,0,0,0.8,synthetic,
25.563102739717632,7,5,0,0,0.7,synthetic,
90.43286352465508,11,0,0,0,7.5,synthetic,
67.66044591258846,19,6,0,0,3.9,synthetic,
