distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,14,2,0,0,11.0,real,2026-03-04T15:18:00.196725
50.0,14,2,0,1,3.0,real,2026-03-04T15:18:00.196754
50.0,14,2,0,1,5.0,real,2026-03-04T15:18:00.196765
50.0,14,2,0,0,0.0,real,2026-03-04T15:18:00.196772
50.0,14,2,0,0,3.0,real,2026-03-04T15:18:00.196779
50.0,14,2,0,1,33.0,real,2026-03-04T15:18:04.428057
50.0,15,2,0,1,102.0,real,2026-03-04T15:18:04.428089
50.0,14,2,0,0,15.0,real,2026-03-04T15:18:04.428099
50.0,14,2,0,0,8.0,real,2026-03-04T15:18:04.428109
50.0,14,2,0,1,6.0,real,2026-03-04T15:18:04.428117
50.0,15,2,0,1,105.0,real,2026-03-04T15:18:08.816491
50.0,14,2,0,0,11.0,real,2026-03-04T15:18:08.816684
50.0,14,2,0,0,14.0,real,2026-03-04T15:18:08.816701
50.0,14,2,0,0,14.0,real,2026-03-04T15:18:08.816708
50.0,14,2,0,0,14.0,real,2026-03-04T15:18:08.816713
50.0,15,2,0,1,104.0,real,2026-03-04T15:18:13.091767
50.0,14,2,0,0,45.0,real,2026-03-04T15:18:13.091801
50.0,14,2,0,0,9.0,real,2026-03-04T15:18:13.091813
50.0,14,2,0,0,5.0,real,2026-03-04T15:18:13.091822
50.0,14,2,0,0,1.0,real,2026-03-04T15:18:13.091832
50.0,14,2,0,1,107.0,real,2026-03-04T15:18:20.003780
50.0,14,2,0,0,8.0,real,2026-03-04T15:18:20.003822
50.0,14,2,0,0,2.0,real,2026-03-04T15:18:20.003830
50.0,14,2,0,0,2.0,real,2026-03-04T15:18:20.003840
50.0,14,2,0,0,0.0,real,2026-03-04T15:18:20.003848
50.0,14,2,0,0,16.0,real,2026-03-04T15:18:23.686884
50.0,14,2,0,0,3.0,real,2026-03-04T15:18:23.686924
50.0,14,2,0,0,3.0,real,2026-03-04T15:18:23.686935
50.0,14,2,0,0,0.0,real,2026-03-04T15:18:23.686944
50.0,14,2,0,0,34.0,real,2026-03-04T15:18:27.923286
50.0,14,2,0,0,142.0,real,2026-03-04T15:18:32.455373
51.46252973523235,17,4,0,0,0.9,synthetic,
33.489132039676726,20,3,0,0,3.5,synthetic,
60.425011440322656,4,2,1,0,1.1,synthetic,
49.17004463335017,18,1,0,0,2.8,synthetic,
43.47803512496302,21,6,0,0,3.3,synthetic,
50.7368655270179,21,6,1,0,15.2,synthetic,
64.84381463249214,20,4,1,1,11.7,synthetic,
38.592999117436754,7,2,0,0,0.9,synthetic,
96.50359300395357,2,6,0,0,3.8,synthetic,
84.74733701376393,10,4,0,1,3.7,synthetic,
89.99876564054958,23,4,1,0,3.3,synthetic,
44.94978050556645,17,2,0,0,1.2,synthetic,
69.55988148117845,0,0,1,0,1.8,synthetic,
69.31268850073994,5,2,1,0,1.5,synthetic,
29.988114961935402,20,6,0,0,4.7,synthetic,
93.6883461035277,16,0,1,0,1.4,synthetic,
16.576240631881056,0,5,1,0,3.2,synthetic,
41.98284943702548,20,1,0,0,1.5,synthetic,
