distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
43.23875513122694,2,1,0,0,1.8,synthetic
25.062678927471488,19,1,0,0,11.9,synthetic
41.13383444023816,15,3,0,0,0.3,synthetic
70.13261761876012,6,4,0,0,2.6,synthetic
98.98442599256529,4,0,0,0,1.0,synthetic
38.196620452858426,18,4,0,0,3.2,synthetic
19.022115549715807,8,0,0,0,9.7,synthetic
55.30638747452618,4,5,0,1,2.9,synthetic
82.22754452024971,23,3,0,0,3.0,synthetic
26.476915363710773,9,4,0,0,1.8,synthetic
46.821531541190105,21,5,0,0,2.6,synthetic
91.97112888292004,19,3,0,0,2.2,synthetic
44.75546482963694,14,4,0,1,2.1,synthetic
52.64946556682022,17,3,0,0,8.1,synthetic
47.44905636313902,8,2,0,1,6.6,synthetic
26.963606681572596,3,2,0,1,4.8,synthetic
84.83443271638549,6,4,0,0,0.5,synthetic
27.391258083087063,7,1,1,0,0.0,synthetic
20.782762838215838,11,3,0,0,1.1,synthetic
89.91473111695005,11,4,0,0,8.4,synthetic
51.60100941118349,14,3,1,0,2.1,synthetic
81.26927402734688,11,3,0,0,0.0,synthetic
13.36625864929497,0,3,0,0,8.3,synthetic
47.45090024931909,14,6,1,0,6.5,synthetic
10.194357399882621,18,3,0,0,4.0,synthetic
59.583566131608784,8,1,1,0,11.9,synthetic
96.99222653757388,16,6,1,0,15.5,synthetic
80.55456094387159,12,2,0,0,0.0,synthetic
49.8743941166508,9,1,0,0,9.6,synthetic
40.76223060911508,17,1,0,0,2.2,synthetic
55.97853754628306,10,4,0,0,0.3,synthetic
33.56933661940224,21,6,0,0,4.8,synthetic
49.17510220987399,19,5,0,0,1.1,synthetic
93.75970646084023,0,1,0,0,0.0,synthetic
51.18134619084809,13,2,1,1,12.3,synthetic
45.18913274306472,10,1,0,0,3.8,synthetic
69.2496234560197,12,6,0,0,19.5,synthetic
39.30736415483341,6,4,0,1,1.7,synthetic
28.76092696775999,12,3,0,0,9.3,synthetic
17.98865631338446,13,6,0,0,2.0,synthetic
70.19756483129439,18,3,0,1,15.4,synthetic
76.19445807994548,4,6,0,0,2.1,synthetic
63.33184174544196,17,1,0,0,0.1,synthetic
94.09218559937025,12,2,0,0,2.0,synthetic
16.323467619374128,21,3,0,0,1.6,synthetic
12.843526751532602,10,6,1,0,1.9,synthetic
93.67523946386663,19,6,0,0,2.5,synthetic
47.382402926944344,12,4,0,0,3.9,synthetic
47.7692020182738,15,0,0,0,4.4,synthetic
53.82091351218709,7,1,0,0,0.8,synthetic
