distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,15,1,0,0,55.0,real,2026-03-10T15:56:55.874064
50.0,15,1,0,0,29.0,real,2026-03-10T15:56:55.926527
50.0,14,1,0,0,6.0,real,2026-03-10T15:56:55.933678
50.0,15,1,0,1,57.0,real,2026-03-10T15:57:03.202310
50.0,15,1,0,0,24.0,real,2026-03-10T15:57:03.233392
17.759110429028205,17,6,0,1,2.7,synthetic,
44.65084402504116,11,3,0,0,7.4,synthetic,
64.36288274993274,14,2,0,0,1.6,synthetic,
59.51228183612841,17,6,1,0,1.2,synthetic,
57.88791171798764,19,1,0,0,0.5,synthetic,
83.86286770199105,8,6,0,1,5.6,synthetic,
83.03714591017467,6,0,0,0,0.1,synthetic,
89.81000138943718,21,0,0,1,9.5,synthetic,
67.75988464902332,11,5,0,0,0.6,synthetic,
24.24577741961798,4,2,0,1,23.2,synthetic,
50.99035894454202,2,4,1,0,6.9,synthetic,
81.96430915318965,4,1,0,1,1.2,synthetic,
38.555085971847475,17,5,1,1,1.4,synthetic,
10.74815387443339,2,5,1,0,3.1,synthetic,
81.75266776455113,1,5,1,0,6.9,synthetic,
66.93631594309207,15,4,0,0,2.1,synthetic,
52.54028810414623,23,4,1,0,2.7,synthetic,
94.27862756951819,16,1,0,0,7.0,synthetic,
81.38725288007474,9,5,0,0,12.6,synthetic,
25.92888267050659,6,4,1,0,0.7,synthetic,
92.98923941901263,21,2,0,0,0.7,synthetic,
82.49683643262361,4,3,0,0,1.5,synthetic,
87.87407547508127,6,2,0,0,0.6,synthetic,
81.43396974479114,4,6,0,0,0.1,synthetic,
57.02480535897528,11,4,0,0,7.1,synthetic,
44.68171143675842,20,6,1,0,0.2,synthetic,
51.012878474925834,15,3,0,1,2.8,synthetic,
17.519219139435556,17,3,0,0,4.8,synthetic,
85.68772827701892,21,5,1,1,19.5,synthetic,
45.4241366476233,10,1,0,0,2.5,synthetic,
86.96292434146378,23,1,0,0,3.8,synthetic,
69.87110424721857,2,5,1,0,6.4,synthetic,
28.942953149208492,14,5,0,1,14.2,synthetic,
69.17621644116562,1,0,0,1,1.6,synthetic,
52.540655569111266,22,2,0,0,1.7,synthetic,
26.74840678571383,21,2,1,0,0.2,synthetic,
69.25456718666665,9,4,0,0,0.1,synthetic,
60.02936711132546,20,1,0,0,1.0,synthetic,
45.92040707043298,12,6,0,0,2.7,synthetic,
53.367874201288025,16,2,0,1,4.8,synthetic,
21.290961652737124,16,0,0,0,0.4,synthetic,
36.64340735385606,12,4,0,0,2.6,synthetic,
66.99214214472161,19,0,0,0,0.1,synthetic,
38.711154983474195,10,3,0,1,4.0,synthetic,
44.75491344527564,4,3,1,0,15.0,synthetic,
47.94277445569527,22,4,1,0,5.9,synthetic,
20.159973418597005,19,3,0,0,4.2,synthetic,
45.06795784479989,13,2,0,0,1.4,synthetic,
36.725671699606295,0,2,0,0,1.3,synthetic,
39.02332738902387,3,2,1,0,1.5,synthetic,
91.11257069614453,9,2,0,0,2.9,synthetic,
17.177498725577212,22,1,0,0,0.0,synthetic,
16.73886232919289,9,1,0,0,1.9,synthetic,
85.08927262460521,9,5,0,0,5.5,synthetic,
85.38234161022278,22,5,0,0,0.9,synthetic,
61.75786527663701,18,6,0,0,2.8,synthetic,
35.86574518935746,15,6,1,1,16.8,synthetic,
46.82682984121247,6,3,1,0,0.7,synthetic,
75.85873523449727,22,4,1,0,5.4,synthetic,
38.14450872454976,12,4,0,0,4.5,synthetic,
79.15168256255059,20,0,0,0,0.9,synthetic,
57.02976654631495,18,4,0,0,2.5,synthetic,
96.21501554082464,4,2,1,0,0.1,synthetic,
62.536230307117364,10,4,1,0,0.1,synthetic,
44.97316646616243,16,6,0,0,0.9,synthetic,
69.22391706692702,19,5,0,0,0.9,synthetic,
79.5628917419028,16,0,0,1,0.5,synthetic,
15.33528885740882,15,1,0,0,1.3,synthetic,
53.87341224397482,11,0,0,0,4.5,synthetic,
94.93459864796479,13,3,0,1,7.3,synthetic,
75.53264940246716,18,3,0,0,2.0,synthetic,
98.48391176517048,2,0,0,0,5.4,synthetic,
60.70106696887624,22,0,1,1,5.5,synthetic,
11.779403271068313,7,1,0,0,0.5,synthetic,
70.51152466896554,13,1,0,0,5.0,synthetic,
90.11098256539096,6,2,1,0,1.7,synthetic,
72.27973227474268,5,3,0,0,0.7,synthetic,
89.47517910997087,16,5,0,0,7.2,synthetic,
99.15848773344679,7,3,0,1,12.2,synthetic,
18.73451050440941,18,0,0,0,2.0,synthetic,
74.36409249114362,8,1,1,0,17.5,synthetic,
34.01099306011419,7,0,0,0,1.8,synthetic,
56.00618243654608,21,5,0,1,1.5,synthetic,
51.91622808887915,10,6,1,0,0.5,synthetic,
76.40390070875807,14,3,1,0,1.2,synthetic,
44.95467264646542,3,5,0,0,0.2,synthetic,
99.03125390821228,12,6,0,1,4.7,synthetic,
31.667678913615934,13,6,0,1,0.2,synthetic,
17.4063867578516,4,1,1,0,2.9,synthetic,
20.878017474252875,9,1,0,0,3.9,synthetic,
32.76782413531476,7,1,0,0,0.9,synthetic,
43.81343103705167,14,6,0,0,1.3,synthetic,
72.37546946692689,12,4,0,0,8.4,synthetic,
44.48646284410067,12,2,0,0,0.8,synthetic,
