distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source,timestamp
50.0,13,1,0,0,61.0,real,2026-03-17T14:31:34.279618
50.0,13,1,0,0,24.0,real,2026-03-17T14:31:34.311927
50.0,13,1,0,0,15.0,real,2026-03-17T14:31:34.318675
50.0,14,1,0,0,937.0,real,2026-03-17T14:31:43.521389
50.0,13,1,0,0,56.0,real,2026-03-17T14:31:43.531623
50.0,13,1,0,0,18.0,real,2026-03-17T14:31:43.540973
50.0,13,1,0,0,12.0,real,2026-03-17T14:31:52.658883
50.0,13,1,0,0,2.0,real,2026-03-17T14:31:52.691521
50.0,13,1,0,0,0.0,real,2026-03-17T14:31:52.708029
50.0,13,1,0,0,0.0,real,2026-03-17T14:32:02.184392
50.0,13,1,0,0,0.0,real,2026-03-17T14:32:02.204632
50.0,13,1,0,0,0.0,real,2026-03-17T14:32:02.214323
50.0,13,1,0,0,15.0,real,2026-03-17T14:32:12.833317
50.0,13,1,0,0,0.0,real,2026-03-17T14:32:12.847673
50.0,13,1,0,0,0.0,real,2026-03-17T14:32:12.857509
88.65901124696457,6,1,1,1,21.4,synthetic,
53.301032665953336,19,0,0,0,5.1,synthetic,
80.63392341208605,22,6,0,0,7.6,synthetic,
50.61447863593014,1,2,1,0,3.3,synthetic,
16.42778315814958,9,2,1,0,11.1,synthetic,
60.33215113545617,10,1,0,0,0.5,synthetic,
18.58348910205344,16,5,1,0,0.8,synthetic,
69.75629994942727,22,1,0,0,5.6,synthetic,
99.63279196077704,12,3,1,0,7.2,synthetic,
87.05576095270038,8,3,1,0,10.9,synthetic,
70.41427794837665,9,3,0,1,8.2,synthetic,
54.675507451510384,4,4,1,0,3.3,synthetic,
17.29994469470052,22,1,0,1,8.6,synthetic,
68.02467149223992,5,5,0,1,8.4,synthetic,
36.696427275790526,18,5,0,0,3.1,synthetic,
67.70302077924755,4,4,1,1,16.4,synthetic,
32.80757985879772,22,1,0,0,1.4,synthetic,
21.292344298167293,8,2,0,0,3.0,synthetic,
22.539353648148456,16,5,0,0,0.2,synthetic,
22.066531008122745,13,5,1,0,3.0,synthetic,
39.21890337911218,21,5,1,0,1.2,synthetic,
88.18363454211861,7,3,0,0,5.5,synthetic,
65.0162796576337,12,1,0,1,0.4,synthetic,
89.20994106081797,9,4,0,0,0.7,synthetic,
16.228870045316626,14,1,0,0,0.8,synthetic,
95.07284673039746,1,0,0,0,1.1,synthetic,
93.70707989109086,9,0,0,0,3.5,synthetic,
79.28063600145497,22,5,0,1,30.2,synthetic,
11.811409488438171,18,5,0,1,4.7,synthetic,
95.28947920404963,14,3,0,0,3.5,synthetic,
25.900501066804416,14,2,1,0,9.0,synthetic,
41.824547203166816,5,1,0,0,0.4,synthetic,
32.77931635810762,18,6,0,0,3.5,synthetic,
66.96307084513334,4,2,0,0,6.3,synthetic,
38.36147303810468,23,4,0,0,4.5,synthetic,
63.05178065861152,21,3,0,0,3.6,synthetic,
