distance_km,time_of_day,day_of_week,is_peak_hour,is_cologne_bottleneck,delay_minutes,source
40.035075004020655,9,5,0,0,2.4,synthetic
66.78032023552046,6,0,1,0,1.3,synthetic
50.133763751155875,2,2,0,0,6.2,synthetic
36.98130863459237,16,2,0,1,4.8,synthetic
14.526000470605709,9,3,0,0,2.7,synthetic
49.92913200653037,5,0,0,0,5.3,synthetic
29.426005346627196,6,6,1,0,0.1,synthetic
58.11994410063793,17,4,0,0,4.6,synthetic
70.80768196423779,7,5,0,0,3.6,synthetic
92.44162597961088,15,2,1,1,2.9,synthetic
65.04719398416894,16,1,1,0,3.0,synthetic
44.145414960672156,13,3,0,1,2.2,synthetic
87.7454150124762,11,5,0,0,4.9,synthetic
43.09139545406061,7,0,1,1,9.5,synthetic
29.60693087832228,9,3,0,1,3.7,synthetic
69.2838379838431,5,0,1,0,3.5,synthetic
42.61281824076877,4,0,0,0,0.6,synthetic
70.14431652667126,0,0,0,0,0.1,synthetic
16.911076451360135,19,0,1,0,0.8,synthetic
14.57931491380982,12,5,0,0,0.0,synthetic
74.0020434328426,16,2,1,0,4.2,synthetic
28.367994695094872,12,5,0,0,1.1,synthetic
75.62735456695451,21,2,0,0,8.3,synthetic
62.55539002538409,21,1,0,0,6.4,synthetic
96.39946296399431,14,2,1,0,20.3,synthetic
72.93889775347435,2,2,1,0,7.2,synthetic
14.419066858077917,11,4,1,0,3.4,synthetic
75.91809202056027,19,6,1,0,5.9,synthetic
28.182588292386654,4,2,1,0,3.8,synthetic
83.678149997363,22,3,0,0,2.4,synthetic
93.76326392627027,2,6,0,0,2.8,synthetic
55.16678092056688,17,6,0,1,0.8,synthetic
13.459234784074061,7,3,0,0,0.6,synthetic
53.64298085495236,0,2,0,0,4.9,synthetic
10.291005259958727,17,0,0,1,12.9,synthetic
22.05241150402682,23,0,1,1,2.0,synthetic
83.25527489102296,1,0,1,0,11.1,synthetic
94.51622620600995,23,1,0,1,0.0,synthetic
94.2523674368037,11,6,0,0,6.9,synthetic
10.858985743805846,11,1,0,0,2.1,synthetic
35.726979998746096,4,0,0,1,1.7,synthetic
49.523108109210526,9,3,1,0,9.4,synthetic
26.326334189633897,3,2,0,0,3.3,synthetic
88.93418321592318,3,1,1,0,0.3,synthetic
68.9766612191281,0,0,1,0,1.6,synthetic
46.7056489811802,6,3,0,0,7.4,synthetic
69.23737750410892,15,0,1,1,9.5,synthetic
91.54050466740576,1,4,0,0,25.2,synthetic
41.258651510991385,22,6,1,0,0.5,synthetic
38.17000673130247,20,5,0,0,4.4,synthetic
82.45030648063397,1,2,0,0,0.5,synthetic
84.83316360857631,10,2,0,0,0.5,synthetic
54.12883906620131,9,2,1,0,10.8,synthetic
73.82586272377628,3,3,0,0,0.6,synthetic
27.130787179797206,10,5,1,1,34.6,synthetic
11.812199137461342,15,0,1,0,5.6,synthetic
71.84610461740967,13,6,1,0,0.6,synthetic
33.489110266181356,6,4,0,0,12.2,synthetic
95.31208533414228,3,1,1,0,0.8,synthetic
29.352731058504492,12,5,0,0,4.6,synthetic
71.77171442913341,3,5,1,0,9.7,synthetic
49.848346037225724,21,1,0,0,3.5,synthetic
22.891308622618922,12,4,0,0,2.8,synthetic
21.90345343642123,11,3,0,0,8.6,synthetic
36.452306146290155,1,3,0,0,0.6,synthetic
27.40014585325048,17,3,0,1,11.0,synthetic
18.154080613567793,9,3,0,1,4.2,synthetic
12.812789793573458,4,5,1,0,7.9,synthetic
95.22297610536386,9,3,0,0,1.1,synthetic
99.81719266669865,11,5,0,0,3.1,synthetic
60.49671286629308,11,1,0,0,4.4,synthetic
40.224226980268455,2,3,0,1,30.7,synthetic
56.13479095462634,13,0,1,0,3.2,synthetic
22.195473389401524,6,1,0,0,8.9,synthetic
30.94745137935601,18,6,1,0,1.8,synthetic
67.86559949822689,23,5,0,0,11.0,synthetic
54.908669054217015,22,0,1,0,6.1,synthetic
10.489922978072057,14,1,0,0,6.3,synthetic
42.574887862921784,13,5,0,0,2.9,synthetic
85.95453842995623,3,3,0,0,4.2,synthetic
40.84388139768777,5,4,0,0,0.5,synthetic
23.524558421921405,15,6,1,0,0.4,synthetic
69.41169867873711,17,2,0,0,5.3,synthetic
85.51467439114991,17,3,1,1,18.4,synthetic
11.438884914242651,21,6,0,0,4.5,synthetic
53.87704593785855,17,4,0,0,3.5,synthetic
87.71070303704165,8,5,0,0,0.7,synthetic
80.08740551031244,7,3,0,0,4.4,synthetic
49.72099299265208,12,4,0,1,10.2,synthetic
85.05181045546571,0,4,0,0,0.4,synthetic
53.682530976443076,8,5,1,0,2.2,synthetic
82.72376766137303,3,2,0,0,1.0,synthetic
76.5310563888796,8,3,0,0,0.0,synthetic
73.31831081869683,8,1,0,0,0.4,synthetic
17.730055519640256,20,0,0,0,8.7,synthetic
89.54698239776057,20,4,0,0,5.8,synthetic
